Time, Vsupply, dca, ia, take
0.0, 16.387, 0.0, 0.0, 1
0.002, 16.387, 0.0, -0.009, 1
0.003, 16.387, 0.001, 0.008, 1
0.004, 16.387, 0.002, -0.0, 1
0.005, 16.387, 0.002, -0.0, 1
0.006, 16.387, 0.004, 0.0, 1
0.007, 16.386, 0.004, -0.006, 1
0.008, 16.386, 0.004, -0.006, 1
0.009, 16.386, 0.006, -0.005, 1
0.01, 16.386, 0.007, 0.003, 1
0.011, 16.386, 0.008, -0.005, 1
0.012, 16.386, 0.008, -0.004, 1
0.013, 16.387, 0.009, -0.0, 1
0.014, 16.387, 0.01, -0.001, 1
0.015, 16.387, 0.011, -0.002, 1
0.016, 16.387, 0.012, -0.0, 1
0.017, 16.387, 0.012, 0.004, 1
0.018, 16.388, 0.013, -0.011, 1
0.019, 16.387, 0.014, -0.001, 1
0.02, 16.387, 0.015, -0.006, 1
0.021, 16.387, 0.016, -0.014, 1
0.022, 16.387, 0.016, -0.006, 1
0.023, 16.387, 0.017, 0.251, 1
0.024, 16.387, 0.018, 0.252, 1
0.025, 16.387, 0.019, 0.524, 1
0.026, 16.386, 0.02, 0.638, 1
0.027, 16.386, 0.02, 0.63, 1
0.028, 16.386, 0.021, 0.551, 1
0.029, 16.386, 0.021, 0.551, 1
0.03, 16.385, 0.022, 0.306, 1
0.031, 16.385, 0.024, 0.469, 1
0.032, 16.385, 0.024, 0.352, 1
0.033, 16.384, 0.025, 0.447, 1
0.034, 16.384, 0.026, 0.439, 1
0.035, 16.384, 0.027, 0.397, 1
0.036, 16.384, 0.028, 0.455, 1
0.037, 16.384, 0.028, 0.412, 1
0.038, 16.383, 0.029, 0.535, 1
0.039, 16.382, 0.03, 0.609, 1
0.04, 16.383, 0.031, 0.593, 1
0.041, 16.382, 0.032, 0.57, 1
0.042, 16.383, 0.032, 0.59, 1
0.043, 16.383, 0.033, 0.674, 1
0.044, 16.382, 0.034, 0.762, 1
0.045, 16.382, 0.035, 0.796, 1
0.046, 16.382, 0.036, 0.734, 1
0.047, 16.381, 0.036, 0.814, 1
0.048, 16.381, 0.036, 0.814, 1
0.049, 16.38, 0.038, 0.86, 1
0.05, 16.38, 0.039, 0.865, 1
0.051, 16.379, 0.04, 0.875, 1
0.052, 16.379, 0.04, 0.997, 1
0.053, 16.379, 0.041, 1.077, 1
0.054, 16.379, 0.042, 1.128, 1
0.055, 16.378, 0.043, 1.15, 1
0.056, 16.378, 0.043, 1.15, 1
0.057, 16.377, 0.044, 1.085, 1
0.058, 16.377, 0.045, 1.165, 1
0.059, 16.376, 0.046, 1.326, 1
0.06, 16.376, 0.047, 1.303, 1
0.061, 16.375, 0.048, 1.368, 1
0.062, 16.375, 0.048, 1.377, 1
0.063, 16.375, 0.048, 1.377, 1
0.064, 16.375, 0.049, 1.403, 1
0.065, 16.374, 0.051, 1.452, 1
0.066, 16.373, 0.052, 1.52, 1
0.067, 16.374, 0.052, 1.546, 1
0.068, 16.373, 0.053, 1.654, 1
0.069, 16.372, 0.054, 1.707, 1
0.07, 16.372, 0.055, 1.688, 1
0.071, 16.371, 0.056, 1.78, 1
0.072, 16.371, 0.056, 1.714, 1
0.073, 16.371, 0.057, 1.824, 1
0.074, 16.37, 0.058, 1.89, 1
0.075, 16.369, 0.059, 1.918, 1
0.077, 16.369, 0.06, 2.002, 1
0.077, 16.368, 0.06, 2.031, 1
0.078, 16.368, 0.061, 1.949, 1
0.079, 16.368, 0.062, 2.032, 1
0.08, 16.367, 0.063, 2.106, 1
0.081, 16.366, 0.064, 2.205, 1
0.082, 16.366, 0.064, 2.24, 1
0.083, 16.365, 0.065, 2.3, 1
0.084, 16.364, 0.066, 2.336, 1
0.085, 16.363, 0.067, 2.371, 1
0.086, 16.363, 0.068, 2.431, 1
0.087, 16.362, 0.068, 2.384, 1
0.088, 16.361, 0.069, 2.473, 1
0.089, 16.361, 0.07, 2.506, 1
0.09, 16.361, 0.071, 2.554, 1
0.091, 16.36, 0.072, 2.597, 1
0.092, 16.36, 0.072, 2.602, 1
0.093, 16.359, 0.073, 2.639, 1
0.094, 16.357, 0.074, 2.692, 1
0.097, 16.357, 0.075, 2.734, 1
0.102, 16.356, 0.076, 2.736, 1
0.103, 16.356, 0.076, 2.757, 1
0.103, 16.356, 0.077, 2.766, 1
0.103, 16.356, 0.078, 2.825, 1
0.103, 16.356, 0.078, 2.825, 1
0.104, 16.355, 0.08, 2.878, 1
0.104, 16.354, 0.08, 2.916, 1
0.104, 16.353, 0.081, 2.939, 1
0.105, 16.353, 0.082, 2.982, 1
0.105, 16.352, 0.083, 3.04, 1
0.106, 16.351, 0.084, 3.062, 1
0.107, 16.349, 0.084, 3.095, 1
0.108, 16.347, 0.085, 3.152, 1
0.109, 16.346, 0.086, 3.18, 1
0.11, 16.345, 0.087, 3.229, 1
0.111, 16.344, 0.088, 3.235, 1
0.112, 16.344, 0.088, 3.252, 1
0.113, 16.344, 0.088, 3.252, 1
0.114, 16.342, 0.09, 3.302, 1
0.115, 16.341, 0.091, 3.354, 1
0.116, 16.34, 0.092, 3.379, 1
0.117, 16.339, 0.092, 3.406, 1
0.118, 16.339, 0.093, 3.426, 1
0.119, 16.337, 0.094, 3.454, 1
0.12, 16.336, 0.095, 3.453, 1
0.121, 16.335, 0.096, 3.521, 1
0.122, 16.334, 0.096, 3.505, 1
0.123, 16.334, 0.097, 3.508, 1
0.124, 16.333, 0.098, 3.582, 1
0.125, 16.332, 0.099, 3.567, 1
0.126, 16.331, 0.1, 3.623, 1
0.127, 16.33, 0.1, 3.632, 1
0.128, 16.33, 0.101, 3.646, 1
0.129, 16.329, 0.102, 3.677, 1
0.13, 16.327, 0.103, 3.725, 1
0.131, 16.326, 0.104, 3.732, 1
0.132, 16.325, 0.104, 3.734, 1
0.133, 16.324, 0.105, 3.761, 1
0.134, 16.322, 0.106, 3.778, 1
0.135, 16.321, 0.107, 3.838, 1
0.136, 16.32, 0.108, 3.822, 1
0.137, 16.319, 0.108, 3.806, 1
0.138, 16.318, 0.109, 3.853, 1
0.139, 16.316, 0.11, 3.908, 1
0.14, 16.316, 0.111, 3.898, 1
0.141, 16.315, 0.112, 3.976, 1
0.142, 16.314, 0.112, 3.958, 1
0.143, 16.314, 0.113, 3.97, 1
0.144, 16.312, 0.114, 4.018, 1
0.145, 16.311, 0.115, 4.038, 1
0.146, 16.309, 0.116, 4.051, 1
0.147, 16.308, 0.116, 4.065, 1
0.148, 16.307, 0.117, 4.069, 1
0.149, 16.305, 0.118, 4.104, 1
0.15, 16.304, 0.119, 4.147, 1
0.151, 16.303, 0.12, 4.167, 1
0.152, 16.302, 0.12, 4.146, 1
0.153, 16.302, 0.121, 4.171, 1
0.154, 16.3, 0.122, 4.206, 1
0.155, 16.298, 0.123, 4.204, 1
0.156, 16.297, 0.124, 4.246, 1
0.157, 16.296, 0.124, 4.265, 1
0.158, 16.295, 0.125, 4.293, 1
0.159, 16.293, 0.126, 4.292, 1
0.16, 16.292, 0.127, 4.309, 1
0.161, 16.29, 0.128, 4.342, 1
0.162, 16.29, 0.128, 4.329, 1
0.163, 16.288, 0.129, 4.395, 1
0.164, 16.286, 0.13, 4.435, 1
0.165, 16.286, 0.13, 4.435, 1
0.166, 16.283, 0.132, 4.447, 1
0.167, 16.283, 0.132, 4.466, 1
0.168, 16.281, 0.133, 4.499, 1
0.169, 16.279, 0.134, 4.533, 1
0.17, 16.278, 0.135, 4.539, 1
0.171, 16.276, 0.136, 4.566, 1
0.172, 16.276, 0.136, 4.551, 1
0.173, 16.275, 0.137, 4.578, 1
0.174, 16.271, 0.138, 4.618, 1
0.175, 16.271, 0.139, 4.663, 1
0.176, 16.271, 0.139, 4.663, 1
0.177, 16.269, 0.14, 4.668, 1
0.178, 16.268, 0.141, 4.69, 1
0.179, 16.266, 0.142, 4.739, 1
0.18, 16.265, 0.143, 4.765, 1
0.181, 16.263, 0.144, 4.772, 1
0.182, 16.263, 0.144, 4.793, 1
0.183, 16.262, 0.145, 4.819, 1
0.184, 16.26, 0.146, 4.878, 1
0.185, 16.258, 0.147, 4.873, 1
0.186, 16.256, 0.148, 4.922, 1
