Time, Vsupply, dca, ia, take
0.0, 16.392, 0.0, -0.005, 1
0.002, 16.393, 0.0, 0.0, 1
0.003, 16.393, 0.001, -0.004, 1
0.004, 16.393, 0.002, 0.0, 1
0.005, 16.392, 0.003, 0.005, 1
0.006, 16.393, 0.004, -0.006, 1
0.007, 16.392, 0.004, 0.003, 1
0.008, 16.392, 0.005, -0.0, 1
0.009, 16.393, 0.006, 0.007, 1
0.01, 16.392, 0.007, 0.005, 1
0.011, 16.392, 0.008, -0.008, 1
0.012, 16.392, 0.008, -0.007, 1
0.013, 16.392, 0.009, 0.002, 1
0.014, 16.391, 0.01, -0.005, 1
0.015, 16.391, 0.01, -0.005, 1
0.016, 16.392, 0.012, -0.002, 1
0.017, 16.392, 0.012, 0.0, 1
0.018, 16.392, 0.013, 0.005, 1
0.019, 16.392, 0.014, -0.009, 1
0.02, 16.392, 0.015, 0.001, 1
0.021, 16.392, 0.016, -0.011, 1
0.022, 16.391, 0.016, 0.037, 1
0.023, 16.391, 0.017, 0.081, 1
0.024, 16.391, 0.017, 0.081, 1
0.025, 16.391, 0.018, 0.053, 1
0.026, 16.391, 0.02, 0.045, 1
0.027, 16.391, 0.02, 0.111, 1
0.028, 16.39, 0.021, 0.047, 1
0.029, 16.391, 0.022, 0.108, 1
0.03, 16.39, 0.023, 0.072, 1
0.031, 16.39, 0.024, 0.125, 1
0.032, 16.39, 0.024, 0.118, 1
0.033, 16.39, 0.024, 0.118, 1
0.034, 16.39, 0.026, 0.251, 1
0.035, 16.39, 0.027, 0.256, 1
0.036, 16.389, 0.028, 0.285, 1
0.037, 16.389, 0.028, 0.291, 1
0.038, 16.389, 0.029, 0.309, 1
0.039, 16.389, 0.03, 0.403, 1
0.04, 16.389, 0.031, 0.337, 1
0.041, 16.388, 0.032, 0.455, 1
0.042, 16.388, 0.032, 0.455, 1
0.043, 16.388, 0.033, 0.45, 1
0.044, 16.388, 0.033, 0.45, 1
0.045, 16.387, 0.034, 0.565, 1
0.046, 16.386, 0.036, 0.558, 1
0.047, 16.386, 0.036, 0.515, 1
0.048, 16.386, 0.037, 0.586, 1
0.049, 16.386, 0.038, 0.582, 1
0.05, 16.386, 0.038, 0.582, 1
0.051, 16.385, 0.039, 0.668, 1
0.052, 16.384, 0.04, 0.724, 1
0.053, 16.384, 0.041, 0.745, 1
0.054, 16.384, 0.042, 0.742, 1
0.055, 16.383, 0.043, 0.839, 1
0.056, 16.383, 0.044, 0.855, 1
0.057, 16.383, 0.044, 0.866, 1
0.058, 16.383, 0.045, 1.092, 1
0.059, 16.382, 0.046, 1.006, 1
0.06, 16.382, 0.047, 1.075, 1
0.061, 16.382, 0.048, 1.043, 1
0.062, 16.382, 0.048, 0.975, 1
0.063, 16.381, 0.049, 1.164, 1
0.064, 16.381, 0.05, 1.195, 1
0.065, 16.38, 0.051, 1.293, 1
0.066, 16.38, 0.052, 1.352, 1
0.067, 16.38, 0.052, 1.31, 1
0.068, 16.379, 0.053, 1.458, 1
0.069, 16.379, 0.054, 1.446, 1
0.07, 16.378, 0.055, 1.513, 1
0.071, 16.378, 0.056, 1.6, 1
0.072, 16.378, 0.056, 1.591, 1
0.073, 16.378, 0.057, 1.589, 1
0.074, 16.376, 0.058, 1.691, 1
0.075, 16.376, 0.059, 1.732, 1
0.076, 16.375, 0.06, 1.682, 1
0.077, 16.375, 0.06, 1.737, 1
0.078, 16.375, 0.061, 1.755, 1
0.079, 16.375, 0.062, 1.883, 1
0.08, 16.374, 0.063, 1.979, 1
0.081, 16.374, 0.064, 1.942, 1
0.082, 16.373, 0.064, 2.059, 1
0.083, 16.373, 0.065, 2.104, 1
0.084, 16.372, 0.066, 2.19, 1
0.085, 16.371, 0.067, 2.171, 1
0.086, 16.37, 0.068, 2.194, 1
0.087, 16.37, 0.068, 2.295, 1
0.088, 16.37, 0.069, 2.339, 1
0.089, 16.369, 0.07, 2.415, 1
0.09, 16.369, 0.071, 2.489, 1
0.091, 16.369, 0.071, 2.489, 1
0.092, 16.368, 0.072, 2.495, 1
0.093, 16.367, 0.073, 2.498, 1
0.094, 16.367, 0.074, 2.616, 1
0.095, 16.366, 0.075, 2.659, 1
0.096, 16.365, 0.076, 2.687, 1
0.097, 16.365, 0.076, 2.729, 1
0.098, 16.364, 0.077, 2.743, 1
0.099, 16.364, 0.078, 2.784, 1
0.1, 16.363, 0.079, 2.869, 1
0.101, 16.362, 0.08, 2.863, 1
0.102, 16.361, 0.08, 2.896, 1
0.103, 16.36, 0.081, 2.981, 1
0.104, 16.359, 0.082, 2.986, 1
0.105, 16.358, 0.083, 3.045, 1
0.106, 16.358, 0.084, 3.078, 1
0.107, 16.357, 0.084, 3.073, 1
0.108, 16.356, 0.085, 3.177, 1
0.109, 16.355, 0.086, 3.197, 1
0.11, 16.354, 0.087, 3.217, 1
0.111, 16.354, 0.088, 3.266, 1
0.112, 16.354, 0.088, 3.267, 1
0.113, 16.353, 0.089, 3.327, 1
0.114, 16.353, 0.09, 3.382, 1
0.115, 16.352, 0.091, 3.386, 1
0.116, 16.351, 0.092, 3.435, 1
0.117, 16.351, 0.092, 3.438, 1
0.118, 16.35, 0.093, 3.479, 1
0.119, 16.349, 0.094, 3.502, 1
0.12, 16.348, 0.095, 3.564, 1
0.121, 16.347, 0.096, 3.567, 1
