Time, Vsupply, ia, dca, current, tension, frequence
2.565, 15.61, 1.48, 0.049, 1.473, 0.78, 627
2.566, 15.61, 1.41, 0.049, 1.472, 0.78, 627
2.567, 15.62, 1.437, 0.049, 1.471, 0.78, 627
2.568, 15.62, 1.46, 0.049, 1.47, 0.779, 627
2.569, 15.62, 1.421, 0.049, 1.469, 0.779, 627
2.57, 15.62, 1.421, 0.049, 1.469, 0.779, 627
2.571, 15.62, 1.439, 0.049, 1.467, 0.777, 627
2.572, 15.62, 1.44, 0.049, 1.466, 0.777, 627
2.573, 15.62, 1.419, 0.049, 1.465, 0.776, 627
2.574, 15.62, 1.421, 0.049, 1.464, 0.776, 627
2.575, 15.62, 1.436, 0.049, 1.463, 0.775, 627
2.576, 15.62, 1.439, 0.049, 1.462, 0.775, 627
2.577, 15.62, 1.456, 0.049, 1.461, 0.775, 627
2.578, 15.62, 1.436, 0.049, 1.46, 0.775, 627
2.579, 15.62, 1.478, 0.049, 1.46, 0.775, 627
2.58, 15.62, 1.46, 0.05, 1.46, 0.775, 627
2.581, 15.62, 1.475, 0.05, 1.46, 0.775, 627
2.582, 15.62, 1.466, 0.05, 1.461, 0.775, 627
2.583, 15.62, 1.481, 0.05, 1.461, 0.776, 627
2.584, 15.62, 1.498, 0.05, 1.463, 0.776, 627
2.585, 15.62, 1.503, 0.05, 1.465, 0.777, 627
2.586, 15.62, 1.489, 0.05, 1.466, 0.777, 627
2.587, 15.62, 1.523, 0.05, 1.468, 0.778, 627
2.588, 15.62, 1.523, 0.05, 1.468, 0.778, 627
2.589, 15.62, 1.49, 0.05, 1.47, 0.779, 627
2.59, 15.62, 1.514, 0.05, 1.472, 0.78, 627
2.591, 15.62, 1.493, 0.05, 1.473, 0.78, 627
2.592, 15.62, 1.506, 0.05, 1.474, 0.78, 627
2.593, 15.62, 1.482, 0.05, 1.474, 0.78, 627
2.594, 15.62, 1.438, 0.05, 1.474, 0.78, 627
2.595, 15.62, 1.458, 0.05, 1.473, 0.78, 627
2.596, 15.61, 1.454, 0.049, 1.473, 0.78, 627
2.597, 15.61, 1.452, 0.049, 1.472, 0.78, 627
2.598, 15.61, 1.452, 0.049, 1.472, 0.78, 627
2.599, 15.61, 1.44, 0.049, 1.47, 0.779, 627
2.6, 15.61, 1.438, 0.049, 1.469, 0.779, 627
2.601, 15.61, 1.441, 0.049, 1.467, 0.778, 627
2.602, 15.61, 1.453, 0.049, 1.466, 0.778, 627
2.603, 15.61, 1.482, 0.049, 1.466, 0.777, 627
2.604, 15.61, 1.443, 0.049, 1.465, 0.776, 627
2.605, 15.61, 1.459, 0.049, 1.464, 0.776, 627
2.606, 15.61, 1.456, 0.049, 1.464, 0.775, 627
2.607, 15.61, 1.469, 0.049, 1.463, 0.775, 627
2.608, 15.61, 1.466, 0.049, 1.462, 0.775, 627
2.609, 15.61, 1.466, 0.049, 1.462, 0.775, 627
2.61, 15.61, 1.421, 0.049, 1.46, 0.774, 627
2.611, 15.61, 1.47, 0.049, 1.46, 0.774, 627
2.612, 15.61, 1.443, 0.05, 1.46, 0.775, 627
2.623, 15.61, 1.459, 0.049, 1.455, 0.772, 679
2.624, 15.61, 1.432, 0.049, 1.454, 0.772, 679
2.625, 15.61, 1.469, 0.049, 1.454, 0.772, 679
2.626, 15.61, 1.423, 0.049, 1.453, 0.772, 679
2.627, 15.61, 1.434, 0.049, 1.452, 0.772, 679
2.628, 15.61, 1.453, 0.049, 1.453, 0.772, 679
2.629, 15.61, 1.454, 0.05, 1.453, 0.772, 679
2.63, 15.61, 1.51, 0.05, 1.455, 0.773, 679
2.631, 15.61, 1.464, 0.05, 1.455, 0.773, 679
2.632, 15.61, 1.52, 0.05, 1.456, 0.773, 679
2.633, 15.61, 1.514, 0.05, 1.458, 0.774, 679
2.634, 15.61, 1.509, 0.05, 1.459, 0.775, 679
2.635, 15.61, 1.488, 0.05, 1.46, 0.775, 679
2.636, 15.61, 1.51, 0.05, 1.462, 0.776, 679
2.637, 15.61, 1.514, 0.05, 1.464, 0.777, 679
2.638, 15.61, 1.493, 0.05, 1.465, 0.777, 679
2.639, 15.61, 1.521, 0.05, 1.466, 0.778, 679
2.64, 15.61, 1.483, 0.05, 1.467, 0.778, 679
2.641, 15.61, 1.488, 0.05, 1.467, 0.778, 679
2.642, 15.61, 1.46, 0.05, 1.467, 0.778, 679
2.643, 15.61, 1.436, 0.049, 1.467, 0.778, 679
2.644, 15.61, 1.426, 0.049, 1.467, 0.778, 679
2.645, 15.61, 1.446, 0.049, 1.466, 0.778, 679
2.646, 15.61, 1.464, 0.049, 1.465, 0.778, 679
2.647, 15.62, 1.448, 0.049, 1.464, 0.777, 679
2.648, 15.62, 1.443, 0.049, 1.463, 0.777, 679
2.649, 15.62, 1.428, 0.049, 1.462, 0.776, 679
2.65, 15.62, 1.436, 0.049, 1.461, 0.776, 679
2.651, 15.62, 1.439, 0.049, 1.46, 0.775, 679
2.652, 15.62, 1.443, 0.049, 1.459, 0.775, 679
2.653, 15.62, 1.43, 0.049, 1.458, 0.774, 679
2.654, 15.61, 1.438, 0.049, 1.458, 0.774, 679
2.655, 15.61, 1.437, 0.049, 1.457, 0.774, 679
2.656, 15.61, 1.403, 0.049, 1.456, 0.774, 679
2.657, 15.61, 1.454, 0.05, 1.456, 0.774, 679
2.658, 15.61, 1.463, 0.05, 1.457, 0.774, 679
2.659, 15.61, 1.468, 0.05, 1.457, 0.774, 679
2.66, 15.62, 1.479, 0.05, 1.458, 0.775, 679
2.661, 15.61, 1.487, 0.05, 1.459, 0.775, 679
2.662, 15.61, 1.487, 0.05, 1.459, 0.775, 679
2.663, 15.61, 1.517, 0.05, 1.462, 0.776, 679
2.664, 15.61, 1.523, 0.05, 1.463, 0.777, 679
2.665, 15.61, 1.499, 0.05, 1.464, 0.777, 679
2.666, 15.61, 1.487, 0.05, 1.466, 0.778, 679
2.667, 15.61, 1.487, 0.05, 1.466, 0.778, 679
2.668, 15.61, 1.508, 0.05, 1.468, 0.779, 679
2.669, 15.61, 1.487, 0.05, 1.469, 0.779, 679
2.67, 15.61, 1.48, 0.05, 1.469, 0.78, 679
2.671, 15.61, 1.438, 0.05, 1.469, 0.78, 679
2.672, 15.62, 1.477, 0.049, 1.469, 0.78, 679
2.673, 15.62, 1.433, 0.049, 1.468, 0.779, 679
2.674, 15.62, 1.426, 0.049, 1.467, 0.779, 679
2.675, 15.62, 1.452, 0.049, 1.466, 0.779, 679
2.676, 15.62, 1.457, 0.049, 1.464, 0.778, 679
2.677, 15.62, 1.413, 0.049, 1.463, 0.778, 679
2.678, 15.62, 1.432, 0.049, 1.462, 0.777, 679
2.679, 15.62, 1.441, 0.049, 1.461, 0.776, 679
2.68, 15.62, 1.445, 0.049, 1.46, 0.776, 679
2.681, 15.62, 1.451, 0.049, 1.459, 0.775, 679
2.682, 15.62, 1.447, 0.049, 1.458, 0.775, 679
2.683, 15.62, 1.445, 0.049, 1.458, 0.775, 679
2.684, 15.62, 1.414, 0.049, 1.457, 0.774, 679
2.685, 15.62, 1.445, 0.049, 1.456, 0.774, 679
2.686, 15.62, 1.46, 0.049, 1.456, 0.774, 679
2.687, 15.62, 1.466, 0.05, 1.456, 0.774, 679
2.688, 15.62, 1.456, 0.05, 1.456, 0.775, 679
2.689, 15.62, 1.475, 0.05, 1.457, 0.775, 679
2.69, 15.62, 1.499, 0.05, 1.458, 0.776, 679
2.691, 15.62, 1.513, 0.05, 1.459, 0.776, 679
2.692, 15.62, 1.521, 0.05, 1.46, 0.777, 679
2.693, 15.62, 1.502, 0.05, 1.462, 0.777, 679
2.694, 15.61, 1.477, 0.05, 1.463, 0.778, 679
2.695, 15.61, 1.506, 0.05, 1.464, 0.778, 679
2.696, 15.62, 1.473, 0.05, 1.466, 0.779, 679
2.697, 15.62, 1.473, 0.05, 1.466, 0.779, 679
2.698, 15.61, 1.496, 0.05, 1.468, 0.78, 679
2.699, 15.61, 1.465, 0.05, 1.468, 0.78, 679
2.7, 15.61, 1.452, 0.05, 1.468, 0.78, 679
2.701, 15.61, 1.428, 0.049, 1.468, 0.78, 679
2.702, 15.61, 1.478, 0.049, 1.467, 0.78, 679
2.703, 15.61, 1.428, 0.049, 1.466, 0.779, 679
2.704, 15.61, 1.426, 0.049, 1.465, 0.779, 679
2.705, 15.61, 1.439, 0.049, 1.464, 0.779, 679
2.706, 15.61, 1.465, 0.049, 1.463, 0.778, 679
2.707, 15.62, 1.428, 0.049, 1.461, 0.777, 679
2.708, 15.62, 1.433, 0.049, 1.461, 0.777, 679
2.709, 15.62, 1.419, 0.049, 1.46, 0.776, 679
2.71, 15.62, 1.464, 0.049, 1.459, 0.776, 679
2.711, 15.62, 1.457, 0.049, 1.458, 0.775, 679
2.712, 15.62, 1.465, 0.049, 1.458, 0.775, 679
2.713, 15.61, 1.42, 0.049, 1.457, 0.775, 679
2.724, 15.61, 1.487, 0.05, 1.454, 0.774, 735
2.725, 15.61, 1.491, 0.05, 1.454, 0.774, 735
2.726, 15.61, 1.498, 0.05, 1.456, 0.774, 735
2.727, 15.61, 1.474, 0.05, 1.458, 0.775, 735
2.728, 15.61, 1.515, 0.05, 1.458, 0.776, 735
2.729, 15.61, 1.484, 0.05, 1.46, 0.776, 735
2.73, 15.61, 1.484, 0.05, 1.46, 0.776, 735
2.731, 15.61, 1.515, 0.05, 1.463, 0.777, 735
2.732, 15.61, 1.491, 0.05, 1.465, 0.778, 735
2.733, 15.61, 1.511, 0.05, 1.466, 0.778, 735
2.734, 15.61, 1.485, 0.05, 1.466, 0.779, 735
2.735, 15.61, 1.471, 0.05, 1.466, 0.779, 735
2.736, 15.61, 1.472, 0.049, 1.467, 0.779, 735
2.737, 15.61, 1.457, 0.049, 1.467, 0.779, 735
2.738, 15.61, 1.429, 0.049, 1.466, 0.778, 735
2.739, 15.61, 1.436, 0.049, 1.465, 0.778, 735
2.74, 15.62, 1.442, 0.049, 1.464, 0.777, 735
2.741, 15.62, 1.444, 0.049, 1.463, 0.777, 735
2.742, 15.62, 1.44, 0.049, 1.462, 0.776, 735
2.743, 15.62, 1.414, 0.049, 1.461, 0.776, 735
2.744, 15.62, 1.414, 0.049, 1.461, 0.776, 735
2.745, 15.62, 1.443, 0.049, 1.458, 0.775, 735
2.746, 15.62, 1.441, 0.049, 1.458, 0.774, 735
2.747, 15.62, 1.42, 0.049, 1.457, 0.774, 735
2.748, 15.62, 1.42, 0.049, 1.457, 0.774, 735
2.749, 15.62, 1.44, 0.049, 1.457, 0.774, 735
2.75, 15.62, 1.466, 0.05, 1.457, 0.774, 735
2.751, 15.62, 1.48, 0.05, 1.457, 0.775, 735
2.752, 15.62, 1.474, 0.05, 1.458, 0.775, 735
2.753, 15.62, 1.502, 0.05, 1.459, 0.775, 735
2.754, 15.62, 1.501, 0.05, 1.46, 0.776, 735
2.755, 15.62, 1.518, 0.05, 1.462, 0.777, 735
2.756, 15.62, 1.511, 0.05, 1.463, 0.777, 735
2.757, 15.62, 1.46, 0.05, 1.465, 0.778, 735
2.758, 15.62, 1.483, 0.05, 1.466, 0.778, 735
2.759, 15.62, 1.494, 0.05, 1.467, 0.779, 735
2.76, 15.62, 1.524, 0.05, 1.468, 0.779, 735
2.761, 15.62, 1.47, 0.05, 1.468, 0.779, 735
2.762, 15.62, 1.442, 0.05, 1.468, 0.78, 735
2.763, 15.62, 1.468, 0.049, 1.468, 0.779, 735
2.764, 15.62, 1.468, 0.049, 1.468, 0.779, 735
2.765, 15.62, 1.433, 0.049, 1.467, 0.779, 735
2.766, 15.62, 1.445, 0.049, 1.466, 0.778, 735
2.767, 15.62, 1.458, 0.049, 1.465, 0.778, 735
2.768, 15.62, 1.425, 0.049, 1.464, 0.777, 735
2.769, 15.62, 1.427, 0.049, 1.463, 0.777, 735
2.77, 15.62, 1.423, 0.049, 1.462, 0.776, 735
2.771, 15.62, 1.45, 0.049, 1.461, 0.776, 735
2.772, 15.62, 1.445, 0.049, 1.46, 0.775, 735
2.773, 15.62, 1.427, 0.049, 1.459, 0.775, 735
2.774, 15.62, 1.452, 0.049, 1.459, 0.775, 735
2.775, 15.62, 1.419, 0.049, 1.458, 0.775, 735
2.776, 15.62, 1.48, 0.049, 1.458, 0.775, 735
2.777, 15.62, 1.476, 0.05, 1.458, 0.775, 735
2.778, 15.62, 1.455, 0.05, 1.458, 0.775, 735
2.779, 15.62, 1.455, 0.05, 1.458, 0.775, 735
2.78, 15.62, 1.455, 0.05, 1.458, 0.775, 735
2.781, 15.62, 1.501, 0.05, 1.461, 0.777, 735
2.782, 15.62, 1.501, 0.05, 1.461, 0.777, 735
2.783, 15.62, 1.481, 0.05, 1.464, 0.778, 735
2.784, 15.62, 1.5, 0.05, 1.465, 0.778, 735
2.785, 15.62, 1.488, 0.05, 1.467, 0.779, 735
2.786, 15.62, 1.488, 0.05, 1.467, 0.779, 735
2.787, 15.61, 1.467, 0.05, 1.469, 0.78, 735
2.788, 15.61, 1.471, 0.05, 1.469, 0.78, 735
2.789, 15.61, 1.45, 0.05, 1.47, 0.78, 735
2.79, 15.62, 1.484, 0.049, 1.47, 0.78, 735
2.791, 15.62, 1.484, 0.049, 1.47, 0.78, 735
2.792, 15.62, 1.447, 0.049, 1.468, 0.779, 735
2.793, 15.62, 1.472, 0.049, 1.467, 0.779, 735
2.794, 15.62, 1.453, 0.049, 1.466, 0.778, 735
2.795, 15.62, 1.467, 0.049, 1.464, 0.777, 735
2.796, 15.62, 1.45, 0.049, 1.464, 0.777, 735
2.797, 15.62, 1.429, 0.049, 1.463, 0.776, 735
2.798, 15.62, 1.459, 0.049, 1.461, 0.776, 735
2.799, 15.62, 1.445, 0.049, 1.46, 0.775, 735
2.8, 15.62, 1.417, 0.049, 1.46, 0.775, 735
2.801, 15.62, 1.447, 0.049, 1.459, 0.775, 735
2.802, 15.62, 1.436, 0.049, 1.458, 0.775, 735
2.803, 15.61, 1.445, 0.05, 1.458, 0.775, 735
2.804, 15.61, 1.44, 0.05, 1.459, 0.775, 735
2.805, 15.62, 1.475, 0.05, 1.459, 0.775, 735
2.806, 15.61, 1.505, 0.05, 1.46, 0.776, 735
2.807, 15.61, 1.493, 0.05, 1.462, 0.776, 735
2.808, 15.61, 1.495, 0.05, 1.463, 0.777, 735
2.809, 15.61, 1.515, 0.05, 1.464, 0.777, 735
2.81, 15.61, 1.493, 0.05, 1.465, 0.778, 735
2.811, 15.61, 1.517, 0.05, 1.467, 0.779, 735
2.812, 15.62, 1.469, 0.05, 1.468, 0.779, 735
2.813, 15.62, 1.506, 0.05, 1.469, 0.779, 735
2.814, 15.62, 1.455, 0.05, 1.47, 0.78, 735
2.825, 15.62, 1.433, 0.049, 1.461, 0.776, 797
2.826, 15.61, 1.477, 0.05, 1.461, 0.776, 797
2.827, 15.61, 1.452, 0.05, 1.461, 0.776, 797
2.828, 15.61, 1.452, 0.05, 1.461, 0.776, 797
2.829, 15.61, 1.527, 0.05, 1.463, 0.777, 797
2.83, 15.61, 1.522, 0.05, 1.465, 0.778, 797
2.831, 15.61, 1.5, 0.05, 1.466, 0.778, 797
2.832, 15.61, 1.503, 0.05, 1.467, 0.779, 797
2.833, 15.61, 1.486, 0.05, 1.468, 0.779, 797
2.834, 15.61, 1.524, 0.05, 1.47, 0.78, 797
2.835, 15.61, 1.498, 0.05, 1.471, 0.78, 797
2.836, 15.61, 1.487, 0.05, 1.471, 0.78, 797
2.837, 15.61, 1.47, 0.05, 1.471, 0.78, 797
2.838, 15.61, 1.467, 0.049, 1.471, 0.78, 797
2.839, 15.61, 1.433, 0.049, 1.47, 0.78, 797
2.84, 15.61, 1.448, 0.049, 1.469, 0.779, 797
2.841, 15.61, 1.423, 0.049, 1.468, 0.779, 797
2.842, 15.61, 1.421, 0.049, 1.466, 0.779, 797
2.843, 15.61, 1.425, 0.049, 1.466, 0.778, 797
2.844, 15.61, 1.416, 0.049, 1.464, 0.777, 797
2.845, 15.61, 1.441, 0.049, 1.463, 0.777, 797
2.846, 15.62, 1.44, 0.049, 1.462, 0.776, 797
2.847, 15.61, 1.44, 0.049, 1.461, 0.776, 797
2.848, 15.62, 1.436, 0.049, 1.46, 0.775, 797
2.849, 15.61, 1.451, 0.049, 1.46, 0.775, 797
2.85, 15.62, 1.505, 0.049, 1.459, 0.775, 797
2.851, 15.62, 1.494, 0.05, 1.46, 0.775, 797
2.852, 15.61, 1.457, 0.05, 1.46, 0.776, 797
2.853, 15.62, 1.49, 0.05, 1.461, 0.776, 797
2.854, 15.61, 1.524, 0.05, 1.462, 0.777, 797
2.855, 15.61, 1.502, 0.05, 1.464, 0.777, 797
2.856, 15.61, 1.527, 0.05, 1.465, 0.778, 797
2.857, 15.61, 1.529, 0.05, 1.467, 0.779, 797
2.858, 15.61, 1.484, 0.05, 1.468, 0.779, 797
2.859, 15.61, 1.531, 0.05, 1.469, 0.779, 797
2.86, 15.61, 1.48, 0.05, 1.47, 0.78, 797
2.861, 15.61, 1.475, 0.05, 1.47, 0.78, 797
2.862, 15.61, 1.478, 0.05, 1.47, 0.78, 797
2.863, 15.61, 1.467, 0.049, 1.469, 0.78, 797
2.864, 15.61, 1.498, 0.05, 1.469, 0.78, 797
2.865, 15.61, 1.47, 0.049, 1.469, 0.78, 797
2.866, 15.61, 1.414, 0.049, 1.468, 0.779, 797
2.867, 15.61, 1.455, 0.049, 1.467, 0.779, 797
2.868, 15.61, 1.443, 0.049, 1.465, 0.778, 797
2.869, 15.61, 1.44, 0.049, 1.464, 0.778, 797
2.87, 15.61, 1.446, 0.049, 1.463, 0.777, 797
2.871, 15.61, 1.448, 0.049, 1.462, 0.777, 797
2.872, 15.61, 1.43, 0.049, 1.461, 0.776, 797
2.873, 15.61, 1.447, 0.049, 1.46, 0.776, 797
2.874, 15.61, 1.435, 0.049, 1.459, 0.775, 797
2.875, 15.61, 1.446, 0.049, 1.459, 0.775, 797
2.876, 15.61, 1.468, 0.049, 1.458, 0.775, 797
2.877, 15.61, 1.464, 0.05, 1.458, 0.775, 797
2.878, 15.61, 1.476, 0.05, 1.459, 0.775, 797
2.879, 15.61, 1.476, 0.05, 1.459, 0.775, 797
2.88, 15.61, 1.497, 0.05, 1.46, 0.776, 797
2.881, 15.61, 1.482, 0.05, 1.461, 0.777, 797
2.882, 15.61, 1.483, 0.05, 1.462, 0.777, 797
2.883, 15.61, 1.5, 0.05, 1.464, 0.778, 797
2.884, 15.61, 1.489, 0.05, 1.465, 0.778, 797
2.885, 15.61, 1.516, 0.05, 1.466, 0.779, 797
2.886, 15.61, 1.476, 0.05, 1.468, 0.779, 797
2.887, 15.61, 1.491, 0.05, 1.469, 0.78, 797
2.888, 15.61, 1.446, 0.05, 1.469, 0.78, 797
2.889, 15.61, 1.469, 0.05, 1.469, 0.78, 797
2.89, 15.61, 1.464, 0.049, 1.468, 0.779, 797
2.891, 15.61, 1.459, 0.049, 1.467, 0.779, 797
2.892, 15.61, 1.437, 0.049, 1.466, 0.779, 797
2.893, 15.61, 1.465, 0.049, 1.465, 0.778, 797
2.894, 15.61, 1.428, 0.049, 1.464, 0.778, 797
2.895, 15.61, 1.447, 0.049, 1.463, 0.777, 797
2.896, 15.61, 1.427, 0.049, 1.462, 0.776, 797
2.897, 15.61, 1.436, 0.049, 1.461, 0.776, 797
2.898, 15.61, 1.419, 0.049, 1.46, 0.776, 797
2.899, 15.61, 1.444, 0.049, 1.459, 0.775, 797
2.9, 15.61, 1.446, 0.049, 1.458, 0.775, 797
2.901, 15.61, 1.458, 0.049, 1.458, 0.775, 797
2.902, 15.61, 1.476, 0.05, 1.458, 0.775, 797
2.903, 15.61, 1.434, 0.05, 1.458, 0.775, 797
2.904, 15.61, 1.443, 0.05, 1.458, 0.776, 797
2.905, 15.61, 1.471, 0.05, 1.459, 0.776, 797
2.906, 15.61, 1.502, 0.05, 1.461, 0.777, 797
2.907, 15.61, 1.507, 0.05, 1.463, 0.778, 797
2.908, 15.61, 1.524, 0.05, 1.464, 0.778, 797
2.909, 15.61, 1.519, 0.05, 1.465, 0.778, 797
2.91, 15.61, 1.47, 0.05, 1.467, 0.779, 797
2.911, 15.61, 1.466, 0.05, 1.468, 0.779, 797
2.912, 15.61, 1.462, 0.05, 1.468, 0.78, 797
2.913, 15.61, 1.489, 0.05, 1.468, 0.78, 797
2.914, 15.61, 1.488, 0.049, 1.468, 0.78, 797
2.915, 15.61, 1.466, 0.049, 1.468, 0.779, 797
2.926, 15.61, 1.451, 0.049, 1.458, 0.775, 863
2.927, 15.61, 1.436, 0.049, 1.458, 0.775, 863
2.928, 15.61, 1.436, 0.049, 1.458, 0.775, 863
2.929, 15.61, 1.428, 0.049, 1.457, 0.775, 863
2.93, 15.61, 1.433, 0.05, 1.457, 0.775, 863
2.931, 15.61, 1.433, 0.05, 1.457, 0.775, 863
2.932, 15.61, 1.433, 0.05, 1.457, 0.775, 863
2.933, 15.61, 1.484, 0.05, 1.458, 0.776, 863
2.934, 15.61, 1.504, 0.05, 1.459, 0.776, 863
2.935, 15.61, 1.519, 0.05, 1.461, 0.777, 863
2.936, 15.62, 1.486, 0.05, 1.463, 0.777, 863
2.937, 15.62, 1.513, 0.05, 1.464, 0.778, 863
2.938, 15.62, 1.495, 0.05, 1.466, 0.779, 863
2.939, 15.62, 1.479, 0.05, 1.467, 0.779, 863
2.94, 15.62, 1.455, 0.05, 1.467, 0.779, 863
2.941, 15.62, 1.485, 0.05, 1.467, 0.779, 863
2.942, 15.61, 1.464, 0.049, 1.467, 0.779, 863
2.943, 15.62, 1.452, 0.049, 1.466, 0.779, 863
2.944, 15.62, 1.411, 0.049, 1.465, 0.778, 863
2.945, 15.62, 1.417, 0.049, 1.464, 0.778, 863
2.946, 15.62, 1.401, 0.049, 1.463, 0.777, 863
2.947, 15.62, 1.436, 0.049, 1.462, 0.777, 863
2.948, 15.61, 1.434, 0.049, 1.461, 0.776, 863
2.949, 15.61, 1.443, 0.049, 1.46, 0.776, 863
2.95, 15.61, 1.458, 0.049, 1.459, 0.775, 863
2.951, 15.62, 1.443, 0.049, 1.458, 0.775, 863
2.952, 15.62, 1.455, 0.049, 1.458, 0.775, 863
2.953, 15.62, 1.46, 0.05, 1.458, 0.775, 863
2.954, 15.62, 1.466, 0.05, 1.458, 0.775, 863
2.955, 15.62, 1.445, 0.05, 1.458, 0.776, 863
2.956, 15.62, 1.471, 0.05, 1.459, 0.776, 863
2.957, 15.62, 1.493, 0.05, 1.461, 0.777, 863
2.958, 15.62, 1.499, 0.05, 1.463, 0.777, 863
2.959, 15.62, 1.505, 0.05, 1.464, 0.778, 863
2.96, 15.62, 1.49, 0.05, 1.466, 0.779, 863
2.961, 15.62, 1.507, 0.05, 1.467, 0.779, 863
2.962, 15.62, 1.499, 0.05, 1.468, 0.779, 863
2.963, 15.62, 1.443, 0.05, 1.468, 0.779, 863
2.964, 15.61, 1.493, 0.05, 1.468, 0.779, 863
2.965, 15.61, 1.462, 0.049, 1.468, 0.779, 863
2.966, 15.61, 1.434, 0.049, 1.467, 0.779, 863
2.967, 15.61, 1.443, 0.049, 1.466, 0.779, 863
2.968, 15.61, 1.444, 0.049, 1.465, 0.778, 863
2.969, 15.61, 1.458, 0.049, 1.464, 0.778, 863
2.97, 15.61, 1.435, 0.049, 1.463, 0.777, 863
2.971, 15.61, 1.471, 0.049, 1.461, 0.776, 863
2.972, 15.61, 1.435, 0.049, 1.461, 0.776, 863
2.973, 15.61, 1.443, 0.049, 1.459, 0.775, 863
2.974, 15.61, 1.465, 0.049, 1.458, 0.775, 863
2.975, 15.61, 1.48, 0.049, 1.458, 0.775, 863
2.976, 15.61, 1.491, 0.05, 1.458, 0.775, 863
2.977, 15.61, 1.436, 0.05, 1.458, 0.775, 863
2.978, 15.61, 1.441, 0.05, 1.458, 0.776, 863
2.979, 15.61, 1.494, 0.05, 1.46, 0.776, 863
2.98, 15.61, 1.483, 0.05, 1.461, 0.777, 863
2.981, 15.61, 1.506, 0.05, 1.463, 0.777, 863
2.982, 15.61, 1.495, 0.05, 1.464, 0.778, 863
2.983, 15.61, 1.495, 0.05, 1.465, 0.778, 863
2.984, 15.61, 1.482, 0.05, 1.467, 0.779, 863
2.985, 15.61, 1.479, 0.05, 1.468, 0.779, 863
2.986, 15.61, 1.463, 0.05, 1.468, 0.779, 863
2.987, 15.61, 1.461, 0.05, 1.467, 0.779, 863
2.988, 15.61, 1.45, 0.049, 1.467, 0.779, 863
2.989, 15.61, 1.456, 0.049, 1.466, 0.779, 863
2.99, 15.61, 1.441, 0.049, 1.464, 0.778, 863
2.991, 15.61, 1.454, 0.049, 1.464, 0.778, 863
2.992, 15.61, 1.413, 0.049, 1.462, 0.777, 863
2.993, 15.61, 1.42, 0.049, 1.461, 0.777, 863
2.994, 15.61, 1.42, 0.049, 1.461, 0.777, 863
2.995, 15.61, 1.476, 0.049, 1.46, 0.776, 863
2.996, 15.61, 1.459, 0.049, 1.459, 0.775, 863
2.997, 15.62, 1.449, 0.049, 1.458, 0.775, 863
2.998, 15.62, 1.476, 0.049, 1.458, 0.775, 863
2.999, 15.62, 1.465, 0.05, 1.458, 0.775, 863
3.0, 15.62, 1.468, 0.05, 1.458, 0.775, 863
3.001, 15.62, 1.475, 0.05, 1.458, 0.776, 863
3.002, 15.62, 1.494, 0.05, 1.459, 0.776, 863
3.003, 15.61, 1.498, 0.05, 1.461, 0.777, 863
3.004, 15.61, 1.485, 0.05, 1.462, 0.777, 863
3.005, 15.61, 1.512, 0.05, 1.463, 0.778, 863
3.006, 15.61, 1.483, 0.05, 1.465, 0.779, 863
3.007, 15.61, 1.497, 0.05, 1.466, 0.779, 863
3.008, 15.61, 1.489, 0.05, 1.467, 0.779, 863
3.009, 15.61, 1.458, 0.05, 1.467, 0.78, 863
3.01, 15.62, 1.46, 0.049, 1.467, 0.779, 863
3.011, 15.62, 1.45, 0.049, 1.467, 0.779, 863
3.012, 15.62, 1.435, 0.049, 1.465, 0.779, 863
3.013, 15.62, 1.43, 0.049, 1.464, 0.779, 863
3.014, 15.62, 1.449, 0.049, 1.463, 0.778, 863
3.015, 15.62, 1.424, 0.049, 1.462, 0.777, 863
3.026, 15.61, 1.483, 0.05, 1.466, 0.779, 935
3.027, 15.62, 1.505, 0.05, 1.468, 0.779, 935
3.028, 15.62, 1.509, 0.05, 1.469, 0.78, 935
3.029, 15.62, 1.475, 0.05, 1.469, 0.78, 935
3.03, 15.62, 1.481, 0.05, 1.469, 0.78, 935
3.031, 15.62, 1.433, 0.049, 1.468, 0.78, 935
3.032, 15.62, 1.442, 0.049, 1.468, 0.779, 935
3.033, 15.62, 1.434, 0.049, 1.467, 0.779, 935
3.034, 15.62, 1.436, 0.049, 1.466, 0.778, 935
3.035, 15.62, 1.451, 0.049, 1.465, 0.778, 935
3.036, 15.62, 1.458, 0.049, 1.464, 0.777, 935
3.037, 15.62, 1.417, 0.049, 1.463, 0.777, 935
3.038, 15.62, 1.43, 0.049, 1.462, 0.776, 935
3.039, 15.62, 1.459, 0.049, 1.461, 0.776, 935
3.04, 15.62, 1.452, 0.049, 1.46, 0.776, 935
3.041, 15.62, 1.478, 0.05, 1.46, 0.776, 935
3.042, 15.62, 1.466, 0.05, 1.46, 0.776, 935
3.043, 15.62, 1.473, 0.05, 1.461, 0.776, 935
3.044, 15.62, 1.493, 0.05, 1.462, 0.777, 935
3.045, 15.62, 1.512, 0.05, 1.464, 0.777, 935
3.046, 15.62, 1.504, 0.05, 1.465, 0.778, 935
3.047, 15.62, 1.49, 0.05, 1.467, 0.778, 935
3.048, 15.62, 1.503, 0.05, 1.468, 0.779, 935
3.049, 15.62, 1.498, 0.05, 1.469, 0.779, 935
3.05, 15.62, 1.468, 0.05, 1.47, 0.78, 935
