Time, Vsupply, ia, dca, current, tension, frequence
1.198, 15.62, 1.453, 0.049, 1.447, 0.77, 205
1.199, 15.62, 1.431, 0.049, 1.448, 0.771, 205
1.2, 15.62, 1.465, 0.049, 1.449, 0.771, 205
1.201, 15.62, 1.48, 0.05, 1.45, 0.771, 205
1.202, 15.62, 1.489, 0.05, 1.451, 0.771, 205
1.203, 15.62, 1.477, 0.05, 1.452, 0.771, 205
1.204, 15.62, 1.47, 0.05, 1.452, 0.772, 205
1.205, 15.62, 1.484, 0.05, 1.453, 0.772, 205
1.206, 15.62, 1.466, 0.05, 1.454, 0.772, 205
1.218, 15.62, 1.48, 0.049, 1.46, 0.775, 222
1.219, 15.62, 1.428, 0.049, 1.46, 0.775, 222
1.22, 15.62, 1.4, 0.049, 1.459, 0.775, 222
1.221, 15.62, 1.451, 0.049, 1.458, 0.775, 222
1.222, 15.62, 1.427, 0.049, 1.457, 0.775, 222
1.223, 15.62, 1.416, 0.049, 1.456, 0.775, 222
1.224, 15.62, 1.431, 0.049, 1.455, 0.775, 222
1.225, 15.62, 1.443, 0.05, 1.455, 0.774, 222
1.226, 15.62, 1.502, 0.05, 1.455, 0.775, 222
1.227, 15.62, 1.475, 0.05, 1.456, 0.775, 222
1.228, 15.62, 1.487, 0.05, 1.456, 0.776, 222
1.229, 15.62, 1.492, 0.05, 1.457, 0.776, 222
1.23, 15.62, 1.492, 0.05, 1.457, 0.776, 222
1.231, 15.62, 1.497, 0.05, 1.457, 0.776, 222
1.232, 15.62, 1.452, 0.05, 1.458, 0.777, 222
1.233, 15.62, 1.466, 0.05, 1.458, 0.777, 222
1.234, 15.62, 1.465, 0.05, 1.458, 0.777, 222
1.235, 15.62, 1.465, 0.049, 1.458, 0.777, 222
1.236, 15.62, 1.487, 0.049, 1.458, 0.777, 222
1.237, 15.62, 1.49, 0.049, 1.458, 0.777, 222
1.238, 15.62, 1.445, 0.049, 1.458, 0.777, 222
1.239, 15.62, 1.415, 0.049, 1.457, 0.777, 222
1.24, 15.62, 1.432, 0.049, 1.456, 0.776, 222
1.241, 15.62, 1.416, 0.049, 1.456, 0.776, 222
1.242, 15.62, 1.449, 0.049, 1.455, 0.776, 222
1.243, 15.62, 1.428, 0.049, 1.454, 0.776, 222
1.244, 15.62, 1.436, 0.049, 1.454, 0.775, 222
1.245, 15.62, 1.45, 0.049, 1.453, 0.775, 222
1.246, 15.62, 1.449, 0.049, 1.452, 0.775, 222
1.247, 15.62, 1.448, 0.049, 1.452, 0.774, 222
1.248, 15.62, 1.421, 0.049, 1.452, 0.774, 222
1.249, 15.62, 1.447, 0.049, 1.451, 0.774, 222
1.25, 15.62, 1.43, 0.049, 1.45, 0.773, 222
1.251, 15.62, 1.449, 0.049, 1.45, 0.773, 222
1.252, 15.62, 1.436, 0.049, 1.45, 0.772, 222
1.253, 15.62, 1.458, 0.049, 1.449, 0.772, 222
1.254, 15.62, 1.432, 0.049, 1.448, 0.772, 222
1.255, 15.62, 1.426, 0.049, 1.448, 0.771, 222
1.256, 15.62, 1.409, 0.049, 1.448, 0.771, 222
1.257, 15.62, 1.434, 0.049, 1.447, 0.771, 222
1.258, 15.62, 1.425, 0.049, 1.447, 0.771, 222
1.259, 15.62, 1.458, 0.049, 1.446, 0.77, 222
1.26, 15.62, 1.459, 0.049, 1.446, 0.77, 222
1.261, 15.62, 1.431, 0.049, 1.446, 0.77, 222
1.262, 15.62, 1.412, 0.049, 1.445, 0.77, 222
1.263, 15.62, 1.442, 0.049, 1.445, 0.769, 222
1.264, 15.62, 1.457, 0.049, 1.445, 0.769, 222
1.265, 15.62, 1.458, 0.049, 1.445, 0.769, 222
1.266, 15.62, 1.47, 0.049, 1.444, 0.769, 222
1.267, 15.62, 1.419, 0.049, 1.444, 0.769, 222
1.268, 15.62, 1.434, 0.049, 1.444, 0.769, 222
1.269, 15.62, 1.428, 0.049, 1.443, 0.769, 222
1.27, 15.62, 1.451, 0.049, 1.443, 0.769, 222
1.271, 15.62, 1.454, 0.049, 1.443, 0.769, 222
1.272, 15.62, 1.426, 0.049, 1.443, 0.769, 222
1.273, 15.62, 1.453, 0.049, 1.443, 0.769, 222
1.274, 15.62, 1.417, 0.049, 1.443, 0.769, 222
1.275, 15.62, 1.434, 0.049, 1.443, 0.769, 222
1.276, 15.62, 1.448, 0.049, 1.442, 0.769, 222
1.277, 15.62, 1.48, 0.049, 1.444, 0.77, 222
1.278, 15.62, 1.502, 0.049, 1.445, 0.77, 222
1.279, 15.62, 1.49, 0.05, 1.446, 0.77, 222
1.28, 15.62, 1.473, 0.05, 1.447, 0.77, 222
1.281, 15.62, 1.469, 0.05, 1.447, 0.771, 222
1.282, 15.62, 1.479, 0.05, 1.448, 0.771, 222
1.283, 15.62, 1.478, 0.05, 1.449, 0.771, 222
1.284, 15.62, 1.457, 0.05, 1.45, 0.772, 222
1.285, 15.62, 1.457, 0.05, 1.45, 0.772, 222
1.286, 15.62, 1.459, 0.05, 1.451, 0.772, 222
1.287, 15.62, 1.504, 0.05, 1.452, 0.773, 222
1.288, 15.62, 1.468, 0.05, 1.452, 0.773, 222
1.289, 15.62, 1.509, 0.05, 1.454, 0.774, 222
1.29, 15.61, 1.528, 0.05, 1.456, 0.775, 222
1.291, 15.61, 1.48, 0.05, 1.458, 0.775, 222
1.292, 15.62, 1.513, 0.05, 1.459, 0.776, 222
1.293, 15.62, 1.491, 0.05, 1.46, 0.776, 222
1.294, 15.62, 1.51, 0.05, 1.462, 0.777, 222
1.295, 15.62, 1.501, 0.05, 1.463, 0.777, 222
1.296, 15.62, 1.521, 0.05, 1.465, 0.778, 222
1.297, 15.62, 1.5, 0.05, 1.467, 0.779, 222
1.298, 15.62, 1.526, 0.05, 1.468, 0.779, 222
1.299, 15.62, 1.487, 0.05, 1.469, 0.78, 222
1.3, 15.62, 1.497, 0.05, 1.47, 0.78, 222
1.301, 15.62, 1.482, 0.05, 1.471, 0.781, 222
1.302, 15.62, 1.492, 0.05, 1.472, 0.781, 222
1.303, 15.62, 1.489, 0.05, 1.473, 0.781, 222
1.304, 15.62, 1.503, 0.05, 1.474, 0.782, 222
1.305, 15.62, 1.492, 0.05, 1.475, 0.782, 222
1.306, 15.62, 1.488, 0.05, 1.476, 0.783, 222
1.317, 15.62, 1.52, 0.05, 1.479, 0.784, 240
1.318, 15.62, 1.493, 0.05, 1.479, 0.784, 240
1.319, 15.62, 1.53, 0.05, 1.48, 0.785, 240
1.32, 15.62, 1.482, 0.05, 1.481, 0.785, 240
1.321, 15.62, 1.499, 0.05, 1.482, 0.785, 240
1.322, 15.62, 1.503, 0.05, 1.483, 0.785, 240
1.323, 15.62, 1.514, 0.05, 1.484, 0.786, 240
1.324, 15.62, 1.502, 0.05, 1.484, 0.786, 240
1.325, 15.62, 1.499, 0.05, 1.485, 0.786, 240
1.326, 15.62, 1.499, 0.05, 1.485, 0.786, 240
1.327, 15.62, 1.482, 0.05, 1.486, 0.787, 240
1.328, 15.62, 1.509, 0.05, 1.486, 0.787, 240
1.329, 15.62, 1.481, 0.05, 1.487, 0.787, 240
1.33, 15.62, 1.474, 0.05, 1.487, 0.787, 240
1.331, 15.62, 1.479, 0.05, 1.488, 0.788, 240
1.332, 15.62, 1.505, 0.05, 1.488, 0.788, 240
1.333, 15.62, 1.498, 0.05, 1.489, 0.788, 240
1.334, 15.62, 1.498, 0.05, 1.489, 0.788, 240
1.335, 15.62, 1.505, 0.05, 1.49, 0.788, 240
1.336, 15.62, 1.505, 0.05, 1.49, 0.788, 240
1.337, 15.62, 1.517, 0.05, 1.491, 0.788, 240
1.338, 15.62, 1.516, 0.05, 1.491, 0.788, 240
1.339, 15.62, 1.486, 0.05, 1.49, 0.788, 240
1.341, 15.62, 1.465, 0.05, 1.489, 0.788, 240
1.341, 15.62, 1.464, 0.05, 1.488, 0.788, 240
1.342, 15.62, 1.44, 0.05, 1.488, 0.788, 240
1.343, 15.62, 1.469, 0.05, 1.487, 0.787, 240
1.344, 15.62, 1.476, 0.05, 1.487, 0.787, 240
1.345, 15.62, 1.514, 0.05, 1.486, 0.787, 240
1.346, 15.62, 1.478, 0.05, 1.485, 0.787, 240
1.347, 15.62, 1.457, 0.049, 1.485, 0.786, 240
1.348, 15.62, 1.476, 0.049, 1.485, 0.786, 240
1.349, 15.62, 1.448, 0.049, 1.484, 0.786, 240
1.35, 15.62, 1.452, 0.049, 1.483, 0.785, 240
1.351, 15.62, 1.423, 0.049, 1.481, 0.785, 240
1.352, 15.62, 1.436, 0.049, 1.479, 0.784, 240
1.353, 15.62, 1.461, 0.049, 1.478, 0.784, 240
1.354, 15.62, 1.44, 0.049, 1.477, 0.783, 240
1.355, 15.62, 1.462, 0.049, 1.475, 0.783, 240
1.356, 15.62, 1.409, 0.049, 1.474, 0.782, 240
1.357, 15.62, 1.448, 0.049, 1.472, 0.781, 240
1.358, 15.62, 1.461, 0.049, 1.472, 0.781, 240
1.359, 15.62, 1.433, 0.049, 1.471, 0.78, 240
1.36, 15.62, 1.438, 0.049, 1.469, 0.779, 240
1.361, 15.62, 1.444, 0.049, 1.468, 0.779, 240
1.362, 15.62, 1.431, 0.049, 1.467, 0.778, 240
1.363, 15.62, 1.472, 0.049, 1.466, 0.778, 240
1.364, 15.62, 1.444, 0.049, 1.465, 0.777, 240
1.365, 15.62, 1.437, 0.049, 1.464, 0.777, 240
1.366, 15.62, 1.407, 0.049, 1.463, 0.776, 240
1.367, 15.62, 1.436, 0.049, 1.462, 0.776, 240
1.368, 15.62, 1.437, 0.049, 1.461, 0.775, 240
1.369, 15.62, 1.456, 0.049, 1.46, 0.775, 240
1.37, 15.62, 1.437, 0.049, 1.459, 0.774, 240
1.371, 15.62, 1.443, 0.049, 1.458, 0.774, 240
1.372, 15.62, 1.431, 0.049, 1.458, 0.773, 240
1.373, 15.62, 1.451, 0.049, 1.457, 0.773, 240
1.374, 15.62, 1.434, 0.049, 1.456, 0.772, 240
1.375, 15.62, 1.426, 0.049, 1.455, 0.772, 240
1.376, 15.62, 1.447, 0.049, 1.454, 0.772, 240
1.377, 15.62, 1.464, 0.049, 1.454, 0.772, 240
1.378, 15.62, 1.431, 0.049, 1.453, 0.771, 240
1.379, 15.62, 1.43, 0.049, 1.452, 0.771, 240
1.38, 15.62, 1.418, 0.049, 1.452, 0.771, 240
1.381, 15.62, 1.434, 0.049, 1.451, 0.771, 240
1.382, 15.62, 1.461, 0.049, 1.451, 0.771, 240
1.383, 15.62, 1.436, 0.049, 1.451, 0.771, 240
1.384, 15.62, 1.447, 0.049, 1.451, 0.771, 240
1.385, 15.62, 1.44, 0.049, 1.45, 0.771, 240
1.386, 15.61, 1.466, 0.049, 1.451, 0.771, 240
1.387, 15.61, 1.487, 0.049, 1.452, 0.771, 240
1.388, 15.61, 1.471, 0.05, 1.453, 0.772, 240
1.389, 15.62, 1.471, 0.05, 1.453, 0.772, 240
1.39, 15.61, 1.471, 0.05, 1.454, 0.772, 240
1.391, 15.61, 1.465, 0.05, 1.455, 0.773, 240
1.392, 15.61, 1.492, 0.05, 1.455, 0.773, 240
1.393, 15.61, 1.472, 0.05, 1.456, 0.773, 240
1.394, 15.61, 1.456, 0.05, 1.457, 0.774, 240
1.395, 15.61, 1.456, 0.05, 1.457, 0.774, 240
1.396, 15.61, 1.475, 0.05, 1.457, 0.775, 240
1.397, 15.61, 1.495, 0.05, 1.458, 0.775, 240
1.398, 15.61, 1.487, 0.05, 1.459, 0.776, 240
1.399, 15.61, 1.505, 0.05, 1.461, 0.776, 240
1.4, 15.61, 1.483, 0.05, 1.462, 0.777, 240
1.401, 15.61, 1.464, 0.05, 1.463, 0.777, 240
1.402, 15.62, 1.509, 0.05, 1.464, 0.778, 240
1.403, 15.62, 1.494, 0.05, 1.466, 0.778, 240
1.404, 15.62, 1.521, 0.05, 1.467, 0.779, 240
1.405, 15.62, 1.474, 0.05, 1.468, 0.779, 240
1.406, 15.62, 1.484, 0.05, 1.469, 0.78, 240
1.407, 15.62, 1.479, 0.05, 1.471, 0.78, 240
1.419, 15.62, 1.495, 0.05, 1.478, 0.783, 260
1.42, 15.62, 1.519, 0.05, 1.478, 0.783, 260
1.421, 15.62, 1.52, 0.05, 1.479, 0.784, 260
1.422, 15.62, 1.488, 0.05, 1.479, 0.784, 260
1.423, 15.62, 1.486, 0.05, 1.481, 0.784, 260
1.424, 15.62, 1.488, 0.05, 1.482, 0.785, 260
1.425, 15.62, 1.504, 0.05, 1.482, 0.785, 260
1.426, 15.62, 1.514, 0.05, 1.483, 0.785, 260
1.427, 15.61, 1.507, 0.05, 1.484, 0.785, 260
1.428, 15.61, 1.492, 0.05, 1.484, 0.786, 260
1.429, 15.61, 1.492, 0.05, 1.484, 0.786, 260
1.43, 15.62, 1.508, 0.05, 1.486, 0.786, 260
1.431, 15.62, 1.502, 0.05, 1.486, 0.786, 260
1.432, 15.62, 1.474, 0.05, 1.487, 0.787, 260
1.433, 15.62, 1.518, 0.05, 1.487, 0.787, 260
1.434, 15.62, 1.501, 0.05, 1.488, 0.787, 260
1.435, 15.62, 1.474, 0.05, 1.488, 0.787, 260
1.436, 15.62, 1.5, 0.05, 1.489, 0.787, 260
1.437, 15.62, 1.526, 0.05, 1.489, 0.787, 260
1.438, 15.62, 1.466, 0.05, 1.489, 0.787, 260
1.439, 15.62, 1.47, 0.05, 1.488, 0.787, 260
1.44, 15.62, 1.48, 0.05, 1.487, 0.787, 260
1.441, 15.62, 1.474, 0.05, 1.486, 0.787, 260
1.442, 15.62, 1.498, 0.05, 1.485, 0.786, 260
1.443, 15.62, 1.458, 0.05, 1.485, 0.786, 260
1.444, 15.62, 1.482, 0.05, 1.484, 0.786, 260
1.445, 15.62, 1.477, 0.049, 1.483, 0.786, 260
1.446, 15.62, 1.479, 0.049, 1.482, 0.785, 260
1.447, 15.62, 1.487, 0.049, 1.482, 0.785, 260
1.448, 15.62, 1.455, 0.049, 1.481, 0.785, 260
1.449, 15.62, 1.448, 0.049, 1.48, 0.784, 260
1.45, 15.62, 1.436, 0.049, 1.479, 0.784, 260
1.451, 15.62, 1.44, 0.049, 1.477, 0.783, 260
1.452, 15.62, 1.441, 0.049, 1.476, 0.783, 260
1.453, 15.62, 1.441, 0.049, 1.474, 0.782, 260
1.454, 15.62, 1.437, 0.049, 1.473, 0.781, 260
1.455, 15.62, 1.417, 0.049, 1.472, 0.781, 260
1.456, 15.62, 1.422, 0.049, 1.47, 0.78, 260
1.457, 15.62, 1.451, 0.049, 1.469, 0.78, 260
1.458, 15.62, 1.43, 0.049, 1.467, 0.779, 260
1.459, 15.62, 1.43, 0.049, 1.467, 0.779, 260
1.46, 15.62, 1.421, 0.049, 1.465, 0.778, 260
1.461, 15.62, 1.443, 0.049, 1.464, 0.777, 260
1.462, 15.62, 1.428, 0.049, 1.463, 0.777, 260
1.463, 15.62, 1.452, 0.049, 1.462, 0.776, 260
1.464, 15.62, 1.442, 0.049, 1.462, 0.776, 260
1.465, 15.62, 1.438, 0.049, 1.461, 0.775, 260
1.466, 15.62, 1.472, 0.049, 1.46, 0.775, 260
1.467, 15.62, 1.452, 0.049, 1.46, 0.774, 260
1.468, 15.62, 1.442, 0.049, 1.459, 0.774, 260
1.469, 15.62, 1.453, 0.049, 1.458, 0.773, 260
1.47, 15.62, 1.414, 0.049, 1.457, 0.773, 260
1.471, 15.62, 1.418, 0.049, 1.457, 0.773, 260
1.472, 15.62, 1.438, 0.049, 1.456, 0.772, 260
1.473, 15.62, 1.449, 0.049, 1.455, 0.772, 260
1.474, 15.62, 1.449, 0.049, 1.455, 0.772, 260
1.475, 15.62, 1.458, 0.049, 1.454, 0.772, 260
1.476, 15.62, 1.458, 0.049, 1.453, 0.772, 260
1.477, 15.62, 1.458, 0.049, 1.453, 0.772, 260
1.478, 15.62, 1.432, 0.049, 1.452, 0.771, 260
1.479, 15.62, 1.432, 0.049, 1.452, 0.771, 260
1.48, 15.62, 1.426, 0.049, 1.451, 0.772, 260
1.481, 15.62, 1.477, 0.049, 1.451, 0.772, 260
1.482, 15.62, 1.48, 0.049, 1.451, 0.772, 260
1.483, 15.62, 1.48, 0.049, 1.451, 0.772, 260
1.484, 15.62, 1.47, 0.05, 1.453, 0.772, 260
1.485, 15.62, 1.472, 0.05, 1.454, 0.773, 260
1.486, 15.62, 1.468, 0.05, 1.455, 0.773, 260
1.487, 15.62, 1.454, 0.05, 1.455, 0.773, 260
1.488, 15.62, 1.469, 0.05, 1.456, 0.774, 260
1.489, 15.62, 1.479, 0.05, 1.457, 0.774, 260
1.49, 15.62, 1.479, 0.05, 1.457, 0.775, 260
1.491, 15.62, 1.495, 0.05, 1.458, 0.775, 260
1.492, 15.62, 1.509, 0.05, 1.459, 0.775, 260
1.493, 15.62, 1.504, 0.05, 1.461, 0.776, 260
1.494, 15.62, 1.507, 0.05, 1.462, 0.777, 260
1.495, 15.62, 1.5, 0.05, 1.463, 0.777, 260
1.496, 15.62, 1.506, 0.05, 1.465, 0.778, 260
1.497, 15.62, 1.487, 0.05, 1.466, 0.778, 260
1.498, 15.62, 1.5, 0.05, 1.467, 0.779, 260
1.499, 15.62, 1.5, 0.05, 1.468, 0.779, 260
1.5, 15.62, 1.474, 0.05, 1.47, 0.78, 260
1.501, 15.62, 1.506, 0.05, 1.471, 0.78, 260
1.502, 15.62, 1.498, 0.05, 1.472, 0.781, 260
1.503, 15.62, 1.513, 0.05, 1.473, 0.781, 260
1.504, 15.62, 1.474, 0.05, 1.474, 0.782, 260
1.505, 15.62, 1.502, 0.05, 1.475, 0.782, 260
1.506, 15.62, 1.502, 0.05, 1.475, 0.782, 260
1.507, 15.62, 1.512, 0.05, 1.477, 0.783, 260
1.519, 15.62, 1.505, 0.05, 1.486, 0.786, 282
1.52, 15.62, 1.495, 0.05, 1.487, 0.786, 282
1.521, 15.62, 1.521, 0.05, 1.487, 0.786, 282
1.522, 15.62, 1.485, 0.05, 1.488, 0.787, 282
1.523, 15.62, 1.475, 0.05, 1.488, 0.787, 282
1.524, 15.62, 1.499, 0.05, 1.488, 0.786, 282
1.525, 15.62, 1.459, 0.05, 1.487, 0.786, 282
1.526, 15.62, 1.469, 0.05, 1.486, 0.786, 282
1.527, 15.62, 1.481, 0.05, 1.485, 0.786, 282
1.528, 15.62, 1.458, 0.05, 1.485, 0.786, 282
1.529, 15.62, 1.5, 0.05, 1.484, 0.786, 282
1.53, 15.62, 1.492, 0.049, 1.484, 0.785, 282
1.531, 15.62, 1.434, 0.049, 1.483, 0.785, 282
1.532, 15.62, 1.479, 0.049, 1.483, 0.785, 282
1.533, 15.62, 1.428, 0.049, 1.481, 0.784, 282
1.534, 15.62, 1.438, 0.049, 1.48, 0.784, 282
1.535, 15.62, 1.419, 0.049, 1.479, 0.783, 282
1.536, 15.62, 1.421, 0.049, 1.477, 0.783, 282
1.537, 15.62, 1.458, 0.049, 1.476, 0.782, 282
1.538, 15.62, 1.453, 0.049, 1.474, 0.782, 282
1.539, 15.62, 1.443, 0.049, 1.473, 0.781, 282
1.54, 15.62, 1.45, 0.049, 1.471, 0.78, 282
1.541, 15.62, 1.414, 0.049, 1.47, 0.78, 282
1.542, 15.62, 1.478, 0.049, 1.469, 0.779, 282
1.543, 15.62, 1.461, 0.049, 1.468, 0.778, 282
1.544, 15.62, 1.445, 0.049, 1.467, 0.778, 282
1.545, 15.62, 1.433, 0.049, 1.466, 0.777, 282
1.546, 15.62, 1.424, 0.049, 1.465, 0.777, 282
1.547, 15.62, 1.446, 0.049, 1.464, 0.776, 282
1.548, 15.62, 1.453, 0.049, 1.463, 0.776, 282
1.549, 15.62, 1.463, 0.049, 1.462, 0.775, 282
1.55, 15.62, 1.414, 0.049, 1.462, 0.775, 282
1.551, 15.61, 1.427, 0.049, 1.461, 0.774, 282
1.552, 15.61, 1.414, 0.049, 1.46, 0.774, 282
1.553, 15.61, 1.439, 0.049, 1.46, 0.773, 282
1.554, 15.61, 1.427, 0.049, 1.459, 0.773, 282
1.555, 15.62, 1.451, 0.049, 1.458, 0.773, 282
1.556, 15.62, 1.429, 0.049, 1.458, 0.772, 282
1.557, 15.61, 1.435, 0.049, 1.457, 0.772, 282
1.558, 15.62, 1.461, 0.049, 1.457, 0.772, 282
1.559, 15.62, 1.447, 0.049, 1.456, 0.772, 282
1.56, 15.62, 1.436, 0.049, 1.456, 0.772, 282
1.561, 15.61, 1.434, 0.049, 1.455, 0.772, 282
1.562, 15.61, 1.434, 0.049, 1.455, 0.772, 282
1.563, 15.62, 1.465, 0.049, 1.455, 0.772, 282
1.564, 15.62, 1.442, 0.049, 1.455, 0.772, 282
1.565, 15.62, 1.455, 0.05, 1.456, 0.772, 282
1.566, 15.62, 1.5, 0.05, 1.457, 0.773, 282
1.567, 15.62, 1.479, 0.05, 1.458, 0.773, 282
1.568, 15.62, 1.461, 0.05, 1.458, 0.773, 282
1.569, 15.62, 1.479, 0.05, 1.458, 0.774, 282
1.57, 15.62, 1.479, 0.05, 1.458, 0.774, 282
1.571, 15.61, 1.479, 0.05, 1.459, 0.774, 282
1.572, 15.61, 1.476, 0.05, 1.46, 0.775, 282
1.573, 15.61, 1.484, 0.05, 1.462, 0.776, 282
1.574, 15.61, 1.5, 0.05, 1.464, 0.776, 282
1.575, 15.61, 1.486, 0.05, 1.465, 0.776, 282
1.576, 15.61, 1.504, 0.05, 1.466, 0.777, 282
1.577, 15.61, 1.52, 0.05, 1.468, 0.778, 282
1.578, 15.61, 1.499, 0.05, 1.469, 0.778, 282
1.579, 15.61, 1.509, 0.05, 1.47, 0.779, 282
1.58, 15.61, 1.501, 0.05, 1.472, 0.779, 282
1.581, 15.62, 1.506, 0.05, 1.473, 0.78, 282
1.582, 15.62, 1.487, 0.05, 1.474, 0.78, 282
1.583, 15.61, 1.468, 0.05, 1.475, 0.781, 282
1.584, 15.62, 1.504, 0.05, 1.476, 0.781, 282
1.585, 15.61, 1.498, 0.05, 1.477, 0.782, 282
1.586, 15.61, 1.484, 0.05, 1.478, 0.782, 282
1.587, 15.61, 1.515, 0.05, 1.479, 0.782, 282
1.588, 15.61, 1.508, 0.05, 1.479, 0.783, 282
1.589, 15.61, 1.488, 0.05, 1.48, 0.783, 282
1.59, 15.61, 1.483, 0.05, 1.481, 0.783, 282
1.591, 15.61, 1.53, 0.05, 1.482, 0.783, 282
1.592, 15.61, 1.486, 0.05, 1.483, 0.784, 282
1.593, 15.61, 1.461, 0.05, 1.482, 0.784, 282
1.594, 15.61, 1.453, 0.05, 1.482, 0.784, 282
1.595, 15.61, 1.468, 0.05, 1.481, 0.784, 282
1.596, 15.61, 1.465, 0.05, 1.481, 0.784, 282
1.597, 15.61, 1.482, 0.05, 1.48, 0.784, 282
1.598, 15.61, 1.48, 0.05, 1.48, 0.784, 282
1.599, 15.61, 1.484, 0.05, 1.48, 0.783, 282
1.6, 15.61, 1.484, 0.05, 1.48, 0.783, 282
1.601, 15.62, 1.471, 0.049, 1.48, 0.783, 282
1.602, 15.62, 1.469, 0.049, 1.48, 0.783, 282
1.603, 15.62, 1.456, 0.049, 1.479, 0.782, 282
1.604, 15.62, 1.456, 0.049, 1.477, 0.782, 282
1.605, 15.62, 1.456, 0.049, 1.476, 0.781, 282
1.606, 15.62, 1.43, 0.049, 1.474, 0.781, 282
1.607, 15.62, 1.444, 0.049, 1.473, 0.78, 282
1.608, 15.62, 1.425, 0.049, 1.472, 0.78, 282
1.62, 15.61, 1.423, 0.049, 1.46, 0.774, 305
1.621, 15.61, 1.426, 0.049, 1.459, 0.773, 305
1.622, 15.61, 1.428, 0.049, 1.458, 0.773, 305
1.623, 15.61, 1.425, 0.049, 1.458, 0.772, 305
1.624, 15.62, 1.422, 0.049, 1.457, 0.772, 305
1.625, 15.61, 1.436, 0.049, 1.457, 0.772, 305
1.626, 15.62, 1.461, 0.049, 1.456, 0.772, 305
1.627, 15.62, 1.458, 0.049, 1.455, 0.771, 305
1.628, 15.62, 1.451, 0.049, 1.455, 0.771, 305
1.629, 15.62, 1.461, 0.049, 1.454, 0.771, 305
1.63, 15.62, 1.44, 0.049, 1.454, 0.771, 305
1.631, 15.62, 1.421, 0.049, 1.453, 0.771, 305
1.632, 15.62, 1.442, 0.049, 1.452, 0.771, 305
1.633, 15.62, 1.458, 0.049, 1.452, 0.771, 305
1.634, 15.62, 1.487, 0.049, 1.453, 0.771, 305
1.635, 15.62, 1.472, 0.05, 1.454, 0.772, 305
1.636, 15.62, 1.454, 0.05, 1.454, 0.772, 305
1.637, 15.62, 1.482, 0.05, 1.455, 0.772, 305
1.638, 15.62, 1.458, 0.05, 1.455, 0.773, 305
1.639, 15.62, 1.5, 0.05, 1.456, 0.773, 305
1.64, 15.62, 1.472, 0.05, 1.456, 0.774, 305
1.641, 15.62, 1.46, 0.05, 1.457, 0.774, 305
1.642, 15.61, 1.5, 0.05, 1.458, 0.775, 305
1.643, 15.61, 1.493, 0.05, 1.459, 0.775, 305
1.644, 15.61, 1.505, 0.05, 1.461, 0.776, 305
1.645, 15.61, 1.499, 0.05, 1.462, 0.776, 305
1.646, 15.61, 1.502, 0.05, 1.464, 0.777, 305
1.647, 15.61, 1.498, 0.05, 1.466, 0.777, 305
1.648, 15.61, 1.504, 0.05, 1.467, 0.778, 305
1.649, 15.61, 1.493, 0.05, 1.468, 0.778, 305
1.65, 15.61, 1.519, 0.05, 1.469, 0.779, 305
1.651, 15.61, 1.495, 0.05, 1.47, 0.779, 305
1.652, 15.61, 1.49, 0.05, 1.471, 0.78, 305
1.653, 15.61, 1.448, 0.05, 1.472, 0.78, 305
1.654, 15.61, 1.504, 0.05, 1.473, 0.781, 305
1.655, 15.61, 1.508, 0.05, 1.474, 0.781, 305
1.656, 15.61, 1.49, 0.05, 1.475, 0.782, 305
1.657, 15.61, 1.48, 0.05, 1.476, 0.782, 305
1.658, 15.61, 1.508, 0.05, 1.477, 0.782, 305
1.659, 15.61, 1.517, 0.05, 1.478, 0.783, 305
1.66, 15.61, 1.499, 0.05, 1.478, 0.783, 305
1.661, 15.61, 1.478, 0.05, 1.479, 0.783, 305
1.662, 15.61, 1.492, 0.05, 1.479, 0.783, 305
1.663, 15.62, 1.482, 0.05, 1.478, 0.783, 305
1.664, 15.62, 1.467, 0.05, 1.478, 0.783, 305
1.665, 15.62, 1.443, 0.05, 1.478, 0.783, 305
1.666, 15.62, 1.442, 0.05, 1.478, 0.783, 305
1.667, 15.62, 1.454, 0.049, 1.478, 0.783, 305
1.668, 15.62, 1.485, 0.049, 1.478, 0.782, 305
1.669, 15.62, 1.486, 0.049, 1.478, 0.782, 305
1.67, 15.61, 1.451, 0.049, 1.477, 0.782, 305
1.671, 15.61, 1.436, 0.049, 1.475, 0.781, 305
1.672, 15.61, 1.458, 0.049, 1.474, 0.781, 305
1.673, 15.62, 1.448, 0.049, 1.473, 0.78, 305
1.674, 15.62, 1.448, 0.049, 1.473, 0.78, 305
1.675, 15.62, 1.449, 0.049, 1.47, 0.78, 305
1.676, 15.62, 1.452, 0.049, 1.469, 0.779, 305
1.677, 15.62, 1.453, 0.049, 1.468, 0.778, 305
1.678, 15.61, 1.43, 0.049, 1.466, 0.778, 305
1.679, 15.61, 1.408, 0.049, 1.465, 0.777, 305
1.68, 15.61, 1.455, 0.049, 1.463, 0.777, 305
1.681, 15.61, 1.455, 0.049, 1.463, 0.777, 305
1.682, 15.61, 1.464, 0.049, 1.462, 0.776, 305
1.683, 15.61, 1.462, 0.049, 1.461, 0.775, 305
1.684, 15.61, 1.436, 0.049, 1.461, 0.775, 305
1.685, 15.62, 1.434, 0.049, 1.46, 0.774, 305
1.686, 15.62, 1.454, 0.049, 1.459, 0.774, 305
1.687, 15.62, 1.425, 0.049, 1.458, 0.773, 305
