Time, Vsupply, dca, ia, take
0.0, 16.409, 0.0, -0.015, 1
0.002, 16.409, 0.0, -0.005, 1
0.003, 16.409, 0.001, -0.013, 1
0.004, 16.409, 0.002, -0.001, 1
0.005, 16.408, 0.003, 0.0, 1
0.006, 16.408, 0.004, -0.0, 1
0.007, 16.408, 0.004, 0.004, 1
0.008, 16.408, 0.005, -0.009, 1
0.009, 16.408, 0.006, -0.005, 1
0.01, 16.408, 0.007, -0.005, 1
0.011, 16.408, 0.008, 0.001, 1
0.012, 16.408, 0.008, -0.007, 1
0.013, 16.408, 0.009, 0.0, 1
0.014, 16.408, 0.01, 0.0, 1
0.015, 16.408, 0.011, 0.003, 1
0.016, 16.408, 0.012, -0.011, 1
0.017, 16.409, 0.012, -0.008, 1
0.018, 16.408, 0.013, -0.005, 1
0.019, 16.409, 0.014, -0.003, 1
0.02, 16.408, 0.015, 0.002, 1
0.021, 16.408, 0.016, -0.013, 1
0.022, 16.408, 0.016, -0.007, 1
0.023, 16.408, 0.017, -0.001, 1
0.024, 16.408, 0.018, -0.02, 1
0.025, 16.407, 0.019, -0.0, 1
0.026, 16.407, 0.02, -0.011, 1
0.027, 16.407, 0.02, -0.011, 1
0.028, 16.407, 0.021, -0.003, 1
0.029, 16.406, 0.022, -0.015, 1
0.03, 16.406, 0.023, -0.009, 1
0.031, 16.406, 0.024, -0.007, 1
0.032, 16.406, 0.024, -0.001, 1
0.033, 16.406, 0.025, 0.003, 1
0.034, 16.405, 0.026, -0.01, 1
0.035, 16.405, 0.027, -0.003, 1
0.036, 16.405, 0.028, -0.017, 1
0.037, 16.405, 0.028, 0.019, 1
0.038, 16.405, 0.028, 0.019, 1
0.039, 16.404, 0.03, 0.037, 1
0.04, 16.403, 0.031, 0.044, 1
0.041, 16.403, 0.032, 0.134, 1
0.042, 16.403, 0.032, 0.059, 1
0.043, 16.403, 0.033, 0.141, 1
0.044, 16.403, 0.034, 0.13, 1
0.045, 16.402, 0.035, 0.167, 1
0.046, 16.402, 0.036, 0.212, 1
0.047, 16.401, 0.036, 0.201, 1
0.048, 16.401, 0.037, 0.306, 1
0.049, 16.401, 0.038, 0.176, 1
0.05, 16.4, 0.039, 0.316, 1
0.051, 16.4, 0.04, 0.354, 1
0.052, 16.4, 0.04, 0.311, 1
0.053, 16.399, 0.041, 0.324, 1
0.054, 16.399, 0.042, 0.437, 1
0.055, 16.399, 0.043, 0.447, 1
0.056, 16.398, 0.044, 0.495, 1
0.057, 16.398, 0.044, 0.514, 1
0.058, 16.397, 0.045, 0.481, 1
0.059, 16.396, 0.046, 0.579, 1
0.06, 16.396, 0.047, 0.781, 1
0.061, 16.396, 0.048, 0.789, 1
0.062, 16.395, 0.048, 0.729, 1
0.063, 16.395, 0.049, 0.973, 1
0.064, 16.394, 0.05, 0.818, 1
0.065, 16.393, 0.051, 1.032, 1
0.066, 16.393, 0.052, 1.091, 1
0.067, 16.393, 0.052, 1.087, 1
0.068, 16.393, 0.053, 1.118, 1
0.069, 16.393, 0.053, 1.118, 1
0.07, 16.391, 0.055, 1.325, 1
0.071, 16.39, 0.056, 1.315, 1
0.072, 16.39, 0.056, 1.26, 1
0.073, 16.39, 0.057, 1.458, 1
0.074, 16.389, 0.058, 1.581, 1
0.075, 16.388, 0.059, 1.547, 1
0.076, 16.387, 0.06, 1.648, 1
0.077, 16.387, 0.06, 1.648, 1
0.078, 16.386, 0.061, 1.664, 1
0.079, 16.386, 0.062, 1.612, 1
0.08, 16.384, 0.063, 1.812, 1
0.081, 16.384, 0.064, 1.997, 1
0.082, 16.383, 0.064, 2.004, 1
0.083, 16.382, 0.065, 2.152, 1
0.084, 16.381, 0.066, 1.999, 1
0.085, 16.38, 0.067, 2.052, 1
0.086, 16.38, 0.068, 2.221, 1
0.087, 16.379, 0.068, 2.081, 1
0.088, 16.379, 0.069, 2.341, 1
0.089, 16.377, 0.07, 2.405, 1
0.09, 16.376, 0.071, 2.501, 1
0.091, 16.375, 0.072, 2.44, 1
0.092, 16.375, 0.072, 2.511, 1
0.093, 16.375, 0.073, 2.565, 1
0.094, 16.374, 0.074, 2.684, 1
0.095, 16.373, 0.075, 2.732, 1
0.096, 16.371, 0.076, 2.908, 1
0.097, 16.371, 0.076, 2.882, 1
0.098, 16.37, 0.077, 2.863, 1
0.099, 16.369, 0.078, 3.09, 1
0.1, 16.367, 0.079, 3.149, 1
0.101, 16.366, 0.08, 3.136, 1
0.102, 16.366, 0.08, 3.072, 1
0.103, 16.366, 0.081, 3.172, 1
0.104, 16.365, 0.082, 3.179, 1
0.105, 16.363, 0.083, 3.326, 1
0.106, 16.362, 0.084, 3.422, 1
0.107, 16.361, 0.084, 3.463, 1
0.108, 16.359, 0.085, 3.563, 1
0.109, 16.358, 0.086, 3.592, 1
0.11, 16.356, 0.087, 3.546, 1
0.111, 16.355, 0.088, 3.664, 1
0.112, 16.355, 0.088, 3.621, 1
0.113, 16.354, 0.089, 3.681, 1
0.114, 16.352, 0.09, 3.753, 1
0.115, 16.351, 0.091, 3.861, 1
0.116, 16.35, 0.092, 3.911, 1
0.117, 16.35, 0.092, 3.891, 1
0.118, 16.349, 0.093, 3.944, 1
0.119, 16.347, 0.094, 4.052, 1
0.12, 16.346, 0.095, 4.094, 1
0.121, 16.345, 0.096, 4.129, 1
0.122, 16.344, 0.096, 4.153, 1
0.123, 16.343, 0.097, 4.145, 1
0.124, 16.342, 0.098, 4.25, 1
0.125, 16.34, 0.099, 4.265, 1
0.126, 16.339, 0.1, 4.321, 1
0.127, 16.338, 0.1, 4.337, 1
0.128, 16.337, 0.101, 4.387, 1
0.129, 16.336, 0.102, 4.387, 1
0.13, 16.334, 0.103, 4.46, 1
0.131, 16.333, 0.104, 4.5, 1
0.132, 16.332, 0.104, 4.525, 1
0.133, 16.33, 0.105, 4.556, 1
0.134, 16.328, 0.106, 4.622, 1
0.135, 16.327, 0.107, 4.634, 1
0.136, 16.326, 0.108, 4.666, 1
0.137, 16.325, 0.108, 4.673, 1
0.138, 16.323, 0.109, 4.739, 1
0.139, 16.322, 0.11, 4.748, 1
0.14, 16.321, 0.111, 4.805, 1
0.141, 16.319, 0.112, 4.829, 1
0.142, 16.318, 0.112, 4.858, 1
0.143, 16.318, 0.113, 4.848, 1
0.144, 16.316, 0.114, 4.911, 1
0.145, 16.313, 0.115, 4.959, 1
0.146, 16.312, 0.116, 4.968, 1
0.147, 16.312, 0.116, 4.96, 1
0.148, 16.311, 0.117, 5.014, 1
0.149, 16.309, 0.118, 5.071, 1
0.15, 16.307, 0.119, 5.112, 1
0.151, 16.306, 0.12, 5.104, 1
0.152, 16.305, 0.12, 5.12, 1
0.153, 16.304, 0.121, 5.159, 1
0.154, 16.302, 0.122, 5.127, 1
0.155, 16.299, 0.123, 5.228, 1
0.156, 16.297, 0.124, 5.235, 1
0.157, 16.297, 0.124, 5.282, 1
0.158, 16.295, 0.125, 5.279, 1
0.159, 16.293, 0.126, 5.283, 1
0.16, 16.292, 0.127, 5.347, 1
0.161, 16.291, 0.128, 5.375, 1
0.162, 16.29, 0.128, 5.382, 1
0.163, 16.287, 0.129, 5.423, 1
0.164, 16.286, 0.13, 5.469, 1
0.165, 16.284, 0.131, 5.477, 1
0.166, 16.284, 0.131, 5.477, 1
0.167, 16.282, 0.132, 5.488, 1
0.168, 16.281, 0.133, 5.558, 1
0.169, 16.279, 0.134, 5.59, 1
0.17, 16.277, 0.135, 5.584, 1
0.171, 16.276, 0.136, 5.604, 1
0.172, 16.276, 0.136, 5.627, 1
0.173, 16.274, 0.137, 5.639, 1
0.174, 16.272, 0.138, 5.701, 1
0.175, 16.271, 0.139, 5.662, 1
0.176, 16.269, 0.14, 5.773, 1
0.177, 16.269, 0.14, 5.778, 1
0.178, 16.269, 0.14, 5.778, 1
0.179, 16.266, 0.142, 5.795, 1
0.18, 16.263, 0.143, 5.833, 1
0.181, 16.263, 0.144, 5.82, 1
0.182, 16.262, 0.144, 5.845, 1
0.183, 16.262, 0.145, 5.861, 1
0.184, 16.26, 0.146, 5.901, 1
0.185, 16.256, 0.147, 5.948, 1
0.186, 16.255, 0.148, 5.954, 1
0.187, 16.252, 0.148, 5.966, 1
0.188, 16.249, 0.149, 6.017, 1
0.189, 16.247, 0.15, 6.009, 1
0.19, 16.245, 0.151, 6.064, 1
0.191, 16.243, 0.152, 6.108, 1
0.192, 16.244, 0.152, 6.094, 1
0.193, 16.242, 0.153, 6.106, 1
0.194, 16.241, 0.154, 6.146, 1
0.195, 16.239, 0.155, 6.187, 1
0.196, 16.237, 0.156, 6.249, 1
0.197, 16.238, 0.156, 6.204, 1
0.198, 16.237, 0.157, 6.251, 1
0.199, 16.234, 0.158, 6.303, 1
0.2, 16.232, 0.159, 6.32, 1
0.201, 16.231, 0.16, 6.358, 1
0.202, 16.23, 0.16, 6.363, 1
0.203, 16.23, 0.161, 6.394, 1
0.204, 16.228, 0.162, 6.427, 1
0.205, 16.226, 0.163, 6.444, 1
0.206, 16.225, 0.164, 6.5, 1
0.207, 16.225, 0.164, 6.476, 1
0.208, 16.224, 0.165, 6.515, 1
0.209, 16.223, 0.166, 6.546, 1
0.21, 16.221, 0.167, 6.597, 1
0.211, 16.22, 0.168, 6.618, 1
0.212, 16.22, 0.168, 6.634, 1
0.213, 16.217, 0.169, 6.699, 1
0.214, 16.216, 0.17, 6.71, 1
0.215, 16.215, 0.171, 6.753, 1
0.216, 16.214, 0.172, 6.786, 1
0.217, 16.214, 0.172, 6.774, 1
0.218, 16.213, 0.173, 6.853, 1
0.219, 16.21, 0.174, 6.874, 1
0.22, 16.209, 0.175, 6.894, 1
0.221, 16.208, 0.176, 6.929, 1
0.222, 16.208, 0.176, 6.929, 1
0.223, 16.207, 0.177, 6.96, 1
0.224, 16.205, 0.178, 7.037, 1
0.225, 16.203, 0.179, 7.06, 1
0.226, 16.202, 0.18, 7.082, 1
0.227, 16.202, 0.18, 7.092, 1
0.228, 16.202, 0.181, 7.114, 1
0.229, 16.2, 0.182, 7.183, 1
0.23, 16.198, 0.183, 7.221, 1
0.231, 16.197, 0.184, 7.265, 1
0.232, 16.197, 0.184, 7.261, 1
0.233, 16.196, 0.185, 7.274, 1
0.234, 16.195, 0.186, 7.33, 1
0.235, 16.192, 0.187, 7.367, 1
0.236, 16.191, 0.188, 7.408, 1
0.237, 16.191, 0.188, 7.419, 1
0.238, 16.189, 0.189, 7.473, 1
0.239, 16.187, 0.19, 7.515, 1
0.24, 16.186, 0.191, 7.559, 1
0.241, 16.185, 0.192, 7.588, 1
0.242, 16.185, 0.192, 7.559, 1
0.243, 16.183, 0.193, 7.659, 1
0.244, 16.181, 0.194, 7.672, 1
0.245, 16.18, 0.195, 7.716, 1
0.246, 16.179, 0.196, 7.764, 1
0.247, 16.179, 0.196, 7.759, 1
0.248, 16.179, 0.197, 7.785, 1
0.249, 16.176, 0.198, 7.847, 1
0.25, 16.175, 0.199, 7.881, 1
0.251, 16.174, 0.2, 7.93, 1
0.252, 16.173, 0.2, 7.906, 1
0.253, 16.173, 0.201, 7.972, 1
0.254, 16.171, 0.202, 8.031, 1
0.255, 16.169, 0.203, 8.078, 1
0.256, 16.169, 0.204, 8.088, 1
0.257, 16.168, 0.204, 8.1, 1
0.258, 16.168, 0.204, 8.1, 1
0.259, 16.173, 0.202, 8.036, 1
0.26, 16.176, 0.201, 7.93, 1
0.261, 16.179, 0.2, 7.948, 1
0.262, 16.18, 0.2, 7.92, 1
0.263, 16.182, 0.199, 7.892, 1
0.264, 16.184, 0.198, 7.89, 1
0.265, 16.187, 0.197, 7.782, 1
0.266, 16.189, 0.196, 7.761, 1
0.267, 16.19, 0.196, 7.756, 1
0.268, 16.192, 0.195, 7.723, 1
0.269, 16.194, 0.194, 7.677, 1
0.27, 16.196, 0.193, 7.663, 1
0.271, 16.199, 0.192, 7.573, 1
0.272, 16.201, 0.192, 7.588, 1
0.273, 16.203, 0.191, 7.545, 1
0.274, 16.205, 0.19, 7.523, 1
0.275, 16.207, 0.189, 7.472, 1
0.276, 16.209, 0.188, 7.433, 1
0.277, 16.21, 0.188, 7.41, 1
0.278, 16.212, 0.187, 7.383, 1
0.279, 16.216, 0.186, 7.327, 1
0.28, 16.218, 0.185, 7.264, 1
0.281, 16.219, 0.184, 7.245, 1
0.282, 16.22, 0.184, 7.258, 1
0.283, 16.222, 0.183, 7.222, 1
0.284, 16.223, 0.182, 7.188, 1
0.285, 16.227, 0.181, 7.13, 1
0.286, 16.228, 0.18, 7.078, 1
0.287, 16.229, 0.18, 7.109, 1
0.288, 16.23, 0.179, 7.055, 1
0.289, 16.232, 0.178, 7.033, 1
0.29, 16.235, 0.177, 6.966, 1
0.291, 16.237, 0.176, 6.938, 1
0.292, 16.238, 0.176, 6.925, 1
0.293, 16.238, 0.175, 6.911, 1
0.294, 16.24, 0.174, 6.862, 1
0.295, 16.242, 0.173, 6.855, 1
0.296, 16.246, 0.172, 6.764, 1
0.297, 16.246, 0.172, 6.783, 1
0.298, 16.247, 0.171, 6.747, 1
0.299, 16.248, 0.17, 6.709, 1
0.3, 16.249, 0.169, 6.677, 1
0.301, 16.251, 0.168, 6.631, 1
0.302, 16.253, 0.168, 6.637, 1
0.303, 16.254, 0.167, 6.603, 1
0.304, 16.256, 0.166, 6.55, 1
0.305, 16.256, 0.166, 6.55, 1
0.306, 16.26, 0.164, 6.483, 1
0.307, 16.261, 0.164, 6.498, 1
0.308, 16.261, 0.164, 6.498, 1
0.309, 16.264, 0.162, 6.46, 1
0.31, 16.267, 0.161, 6.384, 1
0.311, 16.269, 0.16, 6.333, 1
0.312, 16.27, 0.16, 6.348, 1
0.313, 16.271, 0.159, 6.335, 1
0.314, 16.271, 0.158, 6.315, 1
0.315, 16.274, 0.157, 6.271, 1
0.316, 16.276, 0.156, 6.246, 1
0.317, 16.276, 0.156, 6.204, 1
0.318, 16.278, 0.155, 6.205, 1
0.319, 16.279, 0.154, 6.156, 1
0.32, 16.281, 0.153, 6.133, 1
0.321, 16.283, 0.152, 6.099, 1
0.322, 16.284, 0.152, 6.083, 1
0.323, 16.286, 0.151, 6.058, 1
0.324, 16.287, 0.15, 6.036, 1
0.325, 16.288, 0.149, 6.03, 1
0.326, 16.29, 0.148, 5.983, 1
0.327, 16.291, 0.148, 5.977, 1
0.328, 16.292, 0.147, 5.921, 1
0.329, 16.293, 0.146, 5.955, 1
0.33, 16.295, 0.145, 5.861, 1
0.331, 16.296, 0.144, 5.82, 1
0.332, 16.297, 0.144, 5.872, 1
0.333, 16.298, 0.143, 5.826, 1
0.334, 16.299, 0.142, 5.802, 1
0.335, 16.302, 0.141, 5.752, 1
0.336, 16.303, 0.14, 5.751, 1
0.337, 16.304, 0.14, 5.757, 1
0.338, 16.305, 0.139, 5.691, 1
0.339, 16.306, 0.138, 5.699, 1
0.34, 16.308, 0.137, 5.634, 1
0.341, 16.31, 0.136, 5.617, 1
0.342, 16.311, 0.136, 5.605, 1
0.343, 16.311, 0.136, 5.605, 1
0.344, 16.312, 0.135, 5.587, 1
0.345, 16.313, 0.133, 5.577, 1
0.346, 16.316, 0.132, 5.488, 1
0.347, 16.317, 0.132, 5.536, 1
0.348, 16.318, 0.131, 5.452, 1
0.349, 16.319, 0.13, 5.415, 1
0.35, 16.32, 0.129, 5.394, 1
0.351, 16.322, 0.128, 5.375, 1
0.352, 16.323, 0.128, 5.346, 1
0.353, 16.323, 0.127, 5.352, 1
0.354, 16.325, 0.126, 5.337, 1
0.355, 16.326, 0.125, 5.327, 1
0.356, 16.328, 0.124, 5.246, 1
0.357, 16.329, 0.124, 5.271, 1
0.358, 16.329, 0.123, 5.208, 1
0.359, 16.331, 0.122, 5.164, 1
0.36, 16.333, 0.121, 5.166, 1
0.361, 16.333, 0.12, 5.116, 1
0.362, 16.334, 0.12, 5.122, 1
0.363, 16.335, 0.119, 5.126, 1
0.364, 16.336, 0.118, 5.05, 1
0.365, 16.338, 0.117, 4.973, 1
0.366, 16.339, 0.116, 4.94, 1
0.367, 16.34, 0.116, 4.962, 1
0.368, 16.34, 0.115, 4.961, 1
0.369, 16.341, 0.114, 4.915, 1
0.37, 16.343, 0.113, 4.869, 1
0.371, 16.344, 0.112, 4.827, 1
0.372, 16.345, 0.112, 4.839, 1
0.373, 16.346, 0.111, 4.825, 1
0.374, 16.347, 0.11, 4.753, 1
0.375, 16.348, 0.109, 4.741, 1
0.376, 16.349, 0.108, 4.676, 1
0.377, 16.351, 0.108, 4.664, 1
0.378, 16.351, 0.107, 4.627, 1
0.379, 16.352, 0.106, 4.588, 1
0.38, 16.353, 0.105, 4.559, 1
0.381, 16.354, 0.104, 4.491, 1
0.382, 16.354, 0.104, 4.506, 1
0.383, 16.355, 0.103, 4.468, 1
0.384, 16.356, 0.102, 4.389, 1
0.385, 16.357, 0.101, 4.353, 1
0.386, 16.359, 0.1, 4.315, 1
0.387, 16.359, 0.1, 4.293, 1
0.388, 16.359, 0.099, 4.271, 1
0.389, 16.36, 0.098, 4.227, 1
0.39, 16.361, 0.097, 4.135, 1
0.391, 16.363, 0.096, 4.103, 1
0.392, 16.364, 0.096, 4.114, 1
0.393, 16.364, 0.095, 4.059, 1
0.394, 16.365, 0.094, 4.034, 1
0.395, 16.367, 0.093, 3.933, 1
0.396, 16.368, 0.092, 3.856, 1
0.397, 16.368, 0.092, 3.915, 1
0.398, 16.368, 0.091, 3.85, 1
0.399, 16.369, 0.09, 3.739, 1
0.4, 16.37, 0.089, 3.718, 1
0.401, 16.371, 0.088, 3.684, 1
0.402, 16.371, 0.088, 3.643, 1
0.403, 16.372, 0.087, 3.555, 1
0.404, 16.373, 0.086, 3.485, 1
0.405, 16.374, 0.085, 3.453, 1
0.406, 16.375, 0.084, 3.422, 1
0.407, 16.375, 0.084, 3.382, 1
0.408, 16.376, 0.083, 3.308, 1
0.409, 16.377, 0.082, 3.192, 1
0.41, 16.378, 0.081, 3.195, 1
0.411, 16.378, 0.081, 3.195, 1
0.412, 16.379, 0.08, 3.195, 1
0.413, 16.38, 0.079, 2.96, 1
0.414, 16.38, 0.078, 3.031, 1
0.415, 16.382, 0.077, 2.853, 1
0.416, 16.382, 0.076, 2.918, 1
0.417, 16.383, 0.076, 2.763, 1
0.418, 16.383, 0.075, 2.825, 1
0.419, 16.384, 0.074, 2.767, 1
0.42, 16.384, 0.074, 2.767, 1
0.421, 16.386, 0.072, 2.467, 1
0.422, 16.386, 0.072, 2.467, 1
0.423, 16.386, 0.072, 2.479, 1
0.424, 16.387, 0.07, 2.405, 1
0.425, 16.387, 0.069, 2.345, 1
0.426, 16.389, 0.068, 2.13, 1
0.427, 16.389, 0.068, 2.253, 1
0.428, 16.389, 0.067, 2.151, 1
0.429, 16.389, 0.067, 2.151, 1
0.43, 16.392, 0.065, 2.032, 1
0.431, 16.392, 0.064, 2.008, 1
0.432, 16.393, 0.064, 1.913, 1
0.433, 16.393, 0.063, 1.948, 1
0.434, 16.394, 0.062, 1.884, 1
0.435, 16.395, 0.061, 1.677, 1
0.436, 16.395, 0.06, 1.474, 1
0.437, 16.395, 0.06, 1.593, 1
