Time, Vsupply, dca, ia, take
0.0, 16.399, 0.0, 0.018, 1
0.002, 16.399, 0.0, 0.033, 1
0.003, 16.398, 0.001, 0.016, 1
0.004, 16.399, 0.002, 0.022, 1
0.005, 16.399, 0.003, 0.015, 1
0.006, 16.398, 0.004, 0.025, 1
0.007, 16.399, 0.004, 0.018, 1
0.008, 16.398, 0.005, 0.013, 1
0.009, 16.398, 0.006, 0.022, 1
0.01, 16.399, 0.007, 0.023, 1
0.011, 16.399, 0.008, 0.016, 1
0.012, 16.399, 0.008, 0.02, 1
0.013, 16.399, 0.009, 0.013, 1
0.014, 16.399, 0.01, 0.018, 1
0.015, 16.399, 0.011, 0.014, 1
0.016, 16.399, 0.012, 0.013, 1
0.017, 16.399, 0.012, 0.013, 1
0.018, 16.399, 0.013, 0.005, 1
0.019, 16.399, 0.014, 0.022, 1
0.02, 16.399, 0.015, 0.245, 1
0.021, 16.399, 0.016, 0.258, 1
0.022, 16.399, 0.016, 0.244, 1
0.024, 16.398, 0.017, 0.229, 1
0.025, 16.398, 0.018, 0.23, 1
0.025, 16.398, 0.019, 0.547, 1
0.026, 16.398, 0.02, 0.359, 1
0.027, 16.397, 0.02, 0.482, 1
0.028, 16.397, 0.02, 0.482, 1
0.029, 16.397, 0.021, 0.441, 1
0.03, 16.397, 0.023, 0.323, 1
0.031, 16.397, 0.024, 0.427, 1
0.032, 16.396, 0.024, 0.372, 1
0.033, 16.397, 0.025, 0.423, 1
0.034, 16.396, 0.026, 0.422, 1
0.035, 16.396, 0.026, 0.422, 1
0.036, 16.396, 0.027, 0.499, 1
0.037, 16.396, 0.028, 0.408, 1
0.038, 16.396, 0.029, 0.533, 1
0.039, 16.396, 0.03, 0.545, 1
0.04, 16.396, 0.031, 0.542, 1
0.041, 16.395, 0.032, 0.676, 1
0.042, 16.394, 0.032, 0.571, 1
0.043, 16.394, 0.032, 0.571, 1
0.044, 16.394, 0.034, 0.75, 1
0.045, 16.394, 0.035, 0.735, 1
0.046, 16.394, 0.036, 0.865, 1
0.047, 16.393, 0.036, 0.799, 1
0.048, 16.393, 0.037, 0.835, 1
0.049, 16.393, 0.038, 0.827, 1
0.05, 16.392, 0.039, 0.945, 1
0.051, 16.392, 0.04, 0.978, 1
0.052, 16.392, 0.04, 0.939, 1
0.053, 16.392, 0.041, 1.066, 1
0.054, 16.392, 0.042, 1.089, 1
0.055, 16.391, 0.043, 1.207, 1
0.056, 16.391, 0.044, 1.294, 1
0.057, 16.391, 0.044, 1.236, 1
0.058, 16.39, 0.045, 1.326, 1
0.059, 16.389, 0.046, 1.361, 1
0.06, 16.389, 0.047, 1.401, 1
0.061, 16.389, 0.048, 1.43, 1
0.062, 16.389, 0.048, 1.421, 1
0.063, 16.388, 0.049, 1.519, 1
0.064, 16.388, 0.05, 1.602, 1
0.065, 16.387, 0.051, 1.58, 1
0.066, 16.387, 0.052, 1.665, 1
0.067, 16.387, 0.052, 1.673, 1
0.068, 16.386, 0.053, 1.708, 1
0.069, 16.385, 0.054, 1.837, 1
0.07, 16.384, 0.055, 1.867, 1
0.071, 16.384, 0.056, 1.936, 1
0.072, 16.383, 0.056, 1.95, 1
0.073, 16.382, 0.057, 1.928, 1
0.074, 16.382, 0.057, 1.928, 1
0.075, 16.381, 0.058, 2.04, 1
0.076, 16.381, 0.06, 2.229, 1
0.077, 16.38, 0.06, 2.143, 1
0.078, 16.38, 0.061, 2.213, 1
0.079, 16.379, 0.062, 2.296, 1
0.08, 16.378, 0.063, 2.355, 1
0.081, 16.378, 0.064, 2.461, 1
0.082, 16.377, 0.064, 2.475, 1
0.083, 16.376, 0.065, 2.556, 1
0.084, 16.376, 0.066, 2.609, 1
0.085, 16.375, 0.067, 2.648, 1
0.086, 16.375, 0.068, 2.701, 1
0.087, 16.375, 0.068, 2.703, 1
0.088, 16.375, 0.069, 2.771, 1
0.089, 16.374, 0.07, 2.835, 1
0.09, 16.374, 0.071, 2.875, 1
0.091, 16.373, 0.072, 2.907, 1
0.092, 16.373, 0.072, 2.882, 1
0.093, 16.373, 0.073, 2.968, 1
0.094, 16.372, 0.074, 3.006, 1
0.095, 16.37, 0.075, 3.065, 1
0.096, 16.37, 0.076, 3.104, 1
0.097, 16.369, 0.076, 3.087, 1
0.098, 16.369, 0.076, 3.087, 1
0.099, 16.368, 0.078, 3.252, 1
0.1, 16.367, 0.079, 3.311, 1
0.101, 16.366, 0.08, 3.312, 1
0.102, 16.366, 0.08, 3.318, 1
0.103, 16.365, 0.081, 3.363, 1
0.104, 16.365, 0.082, 3.413, 1
0.105, 16.363, 0.083, 3.493, 1
0.106, 16.362, 0.084, 3.536, 1
0.107, 16.362, 0.084, 3.538, 1
0.108, 16.36, 0.085, 3.601, 1
0.109, 16.36, 0.086, 3.638, 1
0.11, 16.358, 0.087, 3.684, 1
0.111, 16.358, 0.088, 3.717, 1
0.112, 16.357, 0.088, 3.733, 1
0.113, 16.356, 0.089, 3.801, 1
0.114, 16.355, 0.09, 3.811, 1
0.115, 16.354, 0.091, 3.866, 1
0.116, 16.354, 0.091, 3.866, 1
0.117, 16.354, 0.092, 3.903, 1
0.118, 16.353, 0.093, 3.921, 1
0.119, 16.351, 0.094, 4.0, 1
0.12, 16.35, 0.095, 4.021, 1
0.121, 16.35, 0.096, 4.041, 1
0.122, 16.349, 0.096, 4.047, 1
0.123, 16.349, 0.096, 4.047, 1
0.124, 16.346, 0.098, 4.133, 1
0.125, 16.345, 0.099, 4.162, 1
0.126, 16.344, 0.1, 4.194, 1
0.127, 16.344, 0.1, 4.199, 1
0.128, 16.344, 0.1, 4.199, 1
0.129, 16.343, 0.101, 4.208, 1
0.13, 16.341, 0.103, 4.32, 1
0.131, 16.339, 0.104, 4.348, 1
0.132, 16.339, 0.104, 4.351, 1
0.133, 16.337, 0.105, 4.38, 1
0.134, 16.336, 0.106, 4.402, 1
0.135, 16.336, 0.107, 4.449, 1
0.136, 16.335, 0.108, 4.434, 1
0.137, 16.334, 0.108, 4.44, 1
0.138, 16.333, 0.109, 4.52, 1
0.139, 16.332, 0.11, 4.524, 1
0.14, 16.33, 0.111, 4.524, 1
0.141, 16.33, 0.112, 4.588, 1
0.142, 16.329, 0.112, 4.578, 1
0.143, 16.328, 0.113, 4.598, 1
0.144, 16.328, 0.113, 4.598, 1
0.145, 16.325, 0.115, 4.713, 1
0.146, 16.324, 0.116, 4.667, 1
0.147, 16.324, 0.116, 4.667, 1
0.148, 16.322, 0.117, 4.691, 1
0.149, 16.319, 0.118, 4.712, 1
0.15, 16.318, 0.119, 4.771, 1
0.151, 16.316, 0.12, 4.79, 1
0.152, 16.316, 0.12, 4.804, 1
0.153, 16.316, 0.121, 4.829, 1
0.154, 16.315, 0.122, 4.81, 1
0.155, 16.313, 0.123, 4.922, 1
0.156, 16.311, 0.124, 4.903, 1
0.157, 16.311, 0.124, 4.915, 1
0.158, 16.309, 0.125, 4.945, 1
0.159, 16.308, 0.126, 4.989, 1
0.16, 16.307, 0.127, 5.0, 1
0.161, 16.305, 0.128, 5.056, 1
0.162, 16.305, 0.128, 4.997, 1
0.163, 16.303, 0.129, 5.088, 1
0.164, 16.302, 0.13, 5.066, 1
0.165, 16.3, 0.131, 5.131, 1
0.166, 16.299, 0.132, 5.133, 1
0.167, 16.298, 0.132, 5.118, 1
0.168, 16.296, 0.133, 5.192, 1
0.169, 16.293, 0.134, 5.229, 1
0.17, 16.292, 0.135, 5.222, 1
0.171, 16.291, 0.136, 5.273, 1
0.172, 16.291, 0.136, 5.244, 1
0.173, 16.29, 0.137, 5.288, 1
0.174, 16.287, 0.138, 5.333, 1
0.175, 16.286, 0.139, 5.355, 1
0.176, 16.285, 0.14, 5.387, 1
0.177, 16.284, 0.14, 5.358, 1
0.178, 16.282, 0.141, 5.4, 1
0.179, 16.282, 0.141, 5.4, 1
0.18, 16.279, 0.143, 5.486, 1
0.181, 16.277, 0.144, 5.488, 1
0.182, 16.277, 0.144, 5.495, 1
0.183, 16.275, 0.145, 5.507, 1
0.184, 16.273, 0.146, 5.551, 1
0.185, 16.271, 0.147, 5.624, 1
0.186, 16.27, 0.148, 5.622, 1
0.187, 16.27, 0.148, 5.617, 1
0.188, 16.268, 0.149, 5.698, 1
0.189, 16.266, 0.15, 5.713, 1
0.19, 16.264, 0.151, 5.711, 1
0.191, 16.264, 0.152, 5.764, 1
0.192, 16.262, 0.152, 5.757, 1
0.193, 16.261, 0.153, 5.801, 1
0.194, 16.258, 0.154, 5.845, 1
0.195, 16.256, 0.155, 5.865, 1
0.196, 16.255, 0.156, 5.899, 1
0.197, 16.254, 0.156, 5.924, 1
0.198, 16.253, 0.157, 5.921, 1
0.199, 16.251, 0.158, 5.979, 1
0.2, 16.249, 0.159, 6.009, 1
0.201, 16.247, 0.16, 6.046, 1
0.202, 16.247, 0.16, 6.028, 1
0.203, 16.246, 0.161, 6.071, 1
0.204, 16.243, 0.162, 6.136, 1
0.205, 16.24, 0.163, 6.166, 1
0.206, 16.239, 0.164, 6.178, 1
0.207, 16.239, 0.164, 6.201, 1
0.208, 16.238, 0.165, 6.212, 1
0.209, 16.236, 0.166, 6.24, 1
0.21, 16.233, 0.167, 6.304, 1
0.211, 16.23, 0.168, 6.326, 1
0.212, 16.229, 0.168, 6.342, 1
0.213, 16.228, 0.169, 6.409, 1
0.214, 16.224, 0.17, 6.423, 1
0.215, 16.223, 0.171, 6.449, 1
0.216, 16.221, 0.172, 6.5, 1
0.217, 16.221, 0.172, 6.468, 1
0.218, 16.219, 0.173, 6.552, 1
0.219, 16.216, 0.174, 6.579, 1
0.22, 16.214, 0.175, 6.619, 1
0.221, 16.212, 0.176, 6.641, 1
0.222, 16.212, 0.176, 6.643, 1
0.223, 16.212, 0.176, 6.643, 1
0.224, 16.207, 0.178, 6.753, 1
0.225, 16.205, 0.179, 6.787, 1
0.226, 16.204, 0.18, 6.8, 1
0.227, 16.203, 0.18, 6.802, 1
0.228, 16.201, 0.181, 6.841, 1
0.229, 16.198, 0.182, 6.893, 1
0.23, 16.196, 0.183, 6.948, 1
0.231, 16.194, 0.184, 6.966, 1
0.232, 16.193, 0.184, 6.985, 1
0.233, 16.191, 0.185, 7.011, 1
0.234, 16.19, 0.186, 7.051, 1
0.235, 16.187, 0.187, 7.118, 1
0.236, 16.184, 0.188, 7.144, 1
0.237, 16.183, 0.188, 7.157, 1
0.238, 16.18, 0.189, 7.222, 1
0.239, 16.178, 0.19, 7.256, 1
0.24, 16.177, 0.191, 7.273, 1
0.241, 16.174, 0.192, 7.335, 1
0.242, 16.174, 0.192, 7.315, 1
0.243, 16.171, 0.193, 7.386, 1
0.244, 16.169, 0.194, 7.417, 1
0.245, 16.167, 0.195, 7.427, 1
0.246, 16.165, 0.196, 7.479, 1
0.247, 16.164, 0.196, 7.493, 1
0.248, 16.163, 0.197, 7.533, 1
0.249, 16.159, 0.198, 7.581, 1
0.25, 16.156, 0.199, 7.629, 1
0.251, 16.154, 0.2, 7.667, 1
0.252, 16.153, 0.2, 7.654, 1
0.253, 16.152, 0.201, 7.685, 1
0.254, 16.149, 0.202, 7.754, 1
0.255, 16.146, 0.203, 7.79, 1
0.256, 16.144, 0.204, 7.835, 1
0.257, 16.143, 0.204, 7.818, 1
0.258, 16.141, 0.205, 7.876, 1
0.259, 16.139, 0.206, 7.909, 1
0.26, 16.136, 0.207, 7.935, 1
0.261, 16.133, 0.208, 7.974, 1
0.262, 16.131, 0.208, 8.001, 1
0.263, 16.129, 0.209, 8.072, 1
0.264, 16.126, 0.21, 8.111, 1
0.265, 16.127, 0.209, 8.063, 1
0.266, 16.131, 0.208, 7.991, 1
0.267, 16.133, 0.208, 8.007, 1
0.268, 16.135, 0.207, 7.955, 1
0.269, 16.138, 0.206, 7.868, 1
0.27, 16.141, 0.205, 7.849, 1
0.271, 16.144, 0.204, 7.829, 1
0.272, 16.145, 0.204, 7.828, 1
0.273, 16.146, 0.203, 7.802, 1
0.274, 16.149, 0.202, 7.742, 1
0.275, 16.151, 0.201, 7.707, 1
0.276, 16.154, 0.2, 7.653, 1
0.277, 16.156, 0.2, 7.646, 1
0.278, 16.157, 0.199, 7.592, 1
0.279, 16.159, 0.198, 7.588, 1
0.28, 16.163, 0.197, 7.515, 1
0.281, 16.165, 0.196, 7.481, 1
0.282, 16.167, 0.196, 7.494, 1
0.283, 16.167, 0.195, 7.461, 1
0.284, 16.169, 0.194, 7.407, 1
0.285, 16.171, 0.193, 7.388, 1
0.286, 16.175, 0.192, 7.31, 1
0.287, 16.176, 0.192, 7.326, 1
0.288, 16.178, 0.191, 7.275, 1
0.289, 16.18, 0.19, 7.238, 1
0.29, 16.182, 0.189, 7.189, 1
0.291, 16.185, 0.188, 7.156, 1
