Time, Vsupply, ia, dca, current, tension, current_case, frequence, inductance_line
0.338, 4.65, 4.649, 0.0, 4.649, 1.897, 0, 1000, 0.0
0.339, 4.63, 4.63, 0.0, 4.63, 1.897, 0, 1000, 0.0
0.34, 4.64, 4.636, 0.0, 4.636, 1.897, 0, 1000, 0.0
0.341, 4.65, 4.651, 0.0, 4.651, 1.897, 0, 1000, 0.0
0.342, 4.65, 4.648, 0.0, 4.648, 1.897, 0, 1000, 0.0
0.343, 4.64, 4.637, 0.0, 4.637, 1.897, 0, 1000, 0.0
0.344, 4.65, 4.652, 0.0, 4.652, 1.897, 0, 1000, 0.0
0.345, 4.61, 4.61, 0.0, 4.61, 1.897, 0, 1000, 0.0
0.346, 4.63, 4.633, 0.0, 4.633, 1.897, 0, 1000, 0.0
0.347, 4.62, 4.618, 0.0, 4.618, 1.897, 0, 1000, 0.0
0.348, 4.62, 4.625, 0.0, 4.625, 1.897, 0, 1000, 0.0
0.349, 4.64, 4.644, 0.0, 4.644, 1.897, 0, 1000, 0.0
0.35, 4.64, 4.641, 0.0, 4.641, 1.897, 0, 1000, 0.0
0.351, 4.64, 4.643, 0.0, 4.643, 1.897, 0, 1000, 0.0
0.352, 4.62, 4.617, 0.0, 4.617, 1.897, 0, 1000, 0.0
0.353, 4.63, 4.632, 0.0, 4.632, 1.897, 0, 1000, 0.0
0.354, 4.6, 4.601, 0.0, 4.601, 1.897, 0, 1000, 0.0
0.355, 4.64, 4.636, 0.0, 4.636, 1.897, 0, 1000, 0.0
0.356, 4.66, 4.657, 0.0, 4.657, 1.897, 0, 1000, 0.0
0.357, 4.63, 4.628, 0.0, 4.628, 1.897, 0, 1000, 0.0
0.358, 4.64, 4.635, 0.0, 4.635, 1.897, 0, 1000, 0.0
0.359, 4.63, 4.627, 0.0, 4.627, 1.897, 0, 1000, 0.0
0.36, 4.64, 4.636, 0.0, 4.636, 1.897, 0, 1000, 0.0
0.361, 4.61, 4.61, 0.0, 4.61, 1.897, 0, 1000, 0.0
0.362, 4.63, 4.629, 0.0, 4.629, 1.897, 0, 1000, 0.0
0.363, 4.64, 4.643, 0.0, 4.643, 1.897, 0, 1000, 0.0
0.364, 4.68, 4.676, 0.0, 4.676, 1.897, 0, 1000, 0.0
0.365, 4.65, 4.653, 0.0, 4.653, 1.897, 0, 1000, 0.0
0.366, 4.62, 4.622, 0.0, 4.622, 1.897, 0, 1000, 0.0
0.367, 4.64, 4.638, 0.0, 4.638, 1.897, 0, 1000, 0.0
0.368, 4.65, 4.653, 0.0, 4.653, 1.897, 0, 1000, 0.0
0.369, 4.63, 4.627, 0.0, 4.627, 1.897, 0, 1000, 0.0
0.37, 4.67, 4.671, 0.0, 4.671, 1.897, 0, 1000, 0.0
0.371, 4.65, 4.654, 0.0, 4.654, 1.897, 0, 1000, 0.0
0.372, 4.65, 4.645, 0.0, 4.645, 1.897, 0, 1000, 0.0
0.373, 4.62, 4.621, 0.0, 4.621, 1.897, 0, 1000, 0.0
0.374, 4.65, 4.651, 0.0, 4.651, 1.897, 0, 1000, 0.0
0.375, 4.65, 4.645, 0.0, 4.645, 1.898, 0, 1000, 0.0
0.376, 4.64, 4.644, 0.0, 4.644, 1.898, 0, 1000, 0.0
0.377, 4.62, 4.616, 0.0, 4.616, 1.898, 0, 1000, 0.0
0.378, 4.64, 4.635, 0.0, 4.635, 1.898, 0, 1000, 0.0
0.379, 4.64, 4.639, 0.0, 4.639, 1.898, 0, 1000, 0.0
0.38, 4.62, 4.616, 0.0, 4.616, 1.898, 0, 1000, 0.0
0.381, 4.65, 4.652, 0.0, 4.652, 1.898, 0, 1000, 0.0
0.382, 4.63, 4.629, 0.0, 4.629, 1.898, 0, 1000, 0.0
0.383, 4.64, 4.644, 0.0, 4.644, 1.898, 0, 1000, 0.0
0.384, 4.64, 4.641, 0.0, 4.641, 1.898, 0, 1000, 0.0
0.385, 4.65, 4.645, 0.0, 4.645, 1.897, 0, 1000, 0.0
0.386, 4.62, 4.624, 0.0, 4.624, 1.897, 0, 1000, 0.0
0.387, 4.62, 4.622, 0.0, 4.622, 1.897, 0, 1000, 0.0
0.388, 4.63, 4.631, 0.0, 4.631, 1.897, 0, 1000, 0.0
0.389, 4.62, 4.616, 0.0, 4.616, 1.897, 0, 1000, 0.0
0.39, 4.64, 4.638, 0.0, 4.638, 1.897, 0, 1000, 0.0
0.391, 4.62, 4.625, 0.0, 4.625, 1.897, 0, 1000, 0.0
0.392, 4.63, 4.629, 0.0, 4.629, 1.897, 0, 1000, 0.0
0.393, 4.67, 4.673, 0.0, 4.673, 1.897, 0, 1000, 0.0
0.394, 4.64, 4.642, 0.0, 4.642, 1.897, 0, 1000, 0.0
0.395, 4.64, 4.642, 0.0, 4.642, 1.897, 0, 1000, 0.0
0.396, 4.62, 4.618, 0.0, 4.618, 1.897, 0, 1000, 0.0
0.397, 4.66, 4.665, 0.0, 4.665, 1.897, 0, 1000, 0.0
0.398, 4.64, 4.638, 0.0, 4.638, 1.897, 0, 1000, 0.0
0.399, 4.62, 4.617, 0.0, 4.617, 1.897, 0, 1000, 0.0
0.4, 4.66, 4.659, 0.0, 4.659, 1.897, 0, 1000, 0.0
0.401, 4.64, 4.637, 0.0, 4.637, 1.897, 0, 1000, 0.0
0.402, 4.64, 4.642, 0.0, 4.642, 1.897, 0, 1000, 0.0
0.403, 4.63, 4.626, 0.0, 4.626, 1.897, 0, 1000, 0.0
0.404, 4.63, 4.629, 0.0, 4.629, 1.897, 0, 1000, 0.0
0.405, 4.62, 4.622, 0.0, 4.622, 1.897, 0, 1000, 0.0
0.406, 4.64, 4.644, 0.0, 4.644, 1.897, 0, 1000, 0.0
0.407, 4.66, 4.656, 0.0, 4.656, 1.897, 0, 1000, 0.0
0.408, 4.67, 4.674, 0.0, 4.674, 1.897, 0, 1000, 0.0
0.409, 4.66, 4.662, 0.0, 4.662, 1.897, 0, 1000, 0.0
0.41, 4.66, 4.665, 0.0, 4.665, 1.897, 0, 1000, 0.0
0.411, 4.64, 4.635, 0.0, 4.635, 1.897, 0, 1000, 0.0
0.412, 4.66, 4.66, 0.0, 4.66, 1.898, 0, 1000, 0.0
0.413, 4.64, 4.638, 0.0, 4.638, 1.898, 0, 1000, 0.0
0.414, 4.63, 4.63, 0.0, 4.63, 1.898, 0, 1000, 0.0
0.415, 4.65, 4.649, 0.0, 4.649, 1.898, 0, 1000, 0.0
0.416, 4.66, 4.657, 0.0, 4.657, 1.898, 0, 1000, 0.0
0.417, 4.61, 4.612, 0.0, 4.612, 1.898, 0, 1000, 0.0
0.418, 4.64, 4.636, 0.0, 4.636, 1.898, 0, 1000, 0.0
0.419, 4.63, 4.633, 0.0, 4.633, 1.897, 0, 1000, 0.0
0.42, 4.62, 4.622, 0.0, 4.622, 1.897, 0, 1000, 0.0
0.421, 4.65, 4.649, 0.0, 4.649, 1.897, 0, 1000, 0.0
0.422, 4.65, 4.651, 0.0, 4.651, 1.897, 0, 1000, 0.0
0.423, 4.63, 4.627, 0.0, 4.627, 1.897, 0, 1000, 0.0
0.424, 4.63, 4.632, 0.0, 4.632, 1.897, 0, 1000, 0.0
0.425, 4.64, 4.643, 0.0, 4.643, 1.897, 0, 1000, 0.0
0.426, 4.65, 4.651, 0.0, 4.651, 1.897, 0, 1000, 0.0
0.427, 4.64, 4.643, 0.0, 4.643, 1.897, 0, 1000, 0.0
0.428, 4.66, 4.665, 0.0, 4.665, 1.897, 0, 1000, 0.0
0.429, 4.67, 4.666, 0.0, 4.666, 1.897, 0, 1000, 0.0
0.43, 4.61, 4.613, 0.0, 4.613, 1.897, 0, 1000, 0.0
0.431, 4.62, 4.616, 0.0, 4.616, 1.897, 0, 1000, 0.0
0.432, 4.61, 4.612, 0.0, 4.612, 1.897, 0, 1000, 0.0
0.433, 4.64, 4.636, 0.0, 4.636, 1.897, 0, 1000, 0.0
0.434, 4.63, 4.629, 0.0, 4.629, 1.897, 0, 1000, 0.0
0.435, 4.65, 4.651, 0.0, 4.651, 1.897, 0, 1000, 0.0
0.436, 4.64, 4.635, 0.0, 4.635, 1.897, 0, 1000, 0.0
0.437, 4.63, 4.632, 0.0, 4.632, 1.898, 0, 1000, 0.0
0.438, 4.66, 4.661, 0.0, 4.661, 1.897, 0, 1000, 0.0
0.439, 4.6, 4.605, 0.0, 4.605, 1.898, 0, 1000, 0.0
0.44, 4.64, 4.638, 0.0, 4.638, 1.898, 0, 1000, 0.0
0.441, 4.63, 4.626, 0.0, 4.626, 1.897, 0, 1000, 0.0
0.442, 4.64, 4.643, 0.0, 4.643, 1.897, 0, 1000, 0.0
0.443, 4.6, 4.605, 0.0, 4.605, 1.897, 0, 1000, 0.0
0.444, 4.65, 4.651, 0.0, 4.651, 1.897, 0, 1000, 0.0
0.445, 4.62, 4.622, 0.0, 4.622, 1.897, 0, 1000, 0.0
0.446, 4.65, 4.646, 0.0, 4.646, 1.897, 0, 1000, 0.0
0.447, 4.61, 4.607, 0.0, 4.607, 1.897, 0, 1000, 0.0
0.448, 4.66, 4.658, 0.0, 4.658, 1.897, 0, 1000, 0.0
0.449, 4.64, 4.644, 0.0, 4.644, 1.897, 0, 1000, 0.0
0.45, 4.66, 4.665, 0.0, 4.665, 1.897, 0, 1000, 0.0
0.451, 4.62, 4.621, 0.0, 4.621, 1.897, 0, 1000, 0.0
0.452, 4.65, 4.65, 0.0, 4.65, 1.897, 0, 1000, 0.0
0.453, 4.63, 4.632, 0.0, 4.632, 1.897, 0, 1000, 0.0
0.454, 4.63, 4.63, 0.0, 4.63, 1.897, 0, 1000, 0.0
0.455, 4.63, 4.631, 0.0, 4.631, 1.897, 0, 1000, 0.0
0.456, 4.63, 4.634, 0.0, 4.634, 1.897, 0, 1000, 0.0
0.457, 4.64, 4.644, 0.0, 4.644, 1.897, 0, 1000, 0.0
0.458, 4.64, 4.639, 0.0, 4.639, 1.897, 0, 1000, 0.0
0.459, 4.65, 4.651, 0.0, 4.651, 1.897, 0, 1000, 0.0
0.46, 4.63, 4.629, 0.0, 4.629, 1.898, 0, 1000, 0.0
0.461, 4.61, 4.61, 0.0, 4.61, 1.897, 0, 1000, 0.0
0.462, 4.66, 4.665, 0.0, 4.665, 1.898, 0, 1000, 0.0
0.463, 4.62, 4.62, 0.0, 4.62, 1.898, 0, 1000, 0.0
0.464, 4.65, 4.652, 0.0, 4.652, 1.898, 0, 1000, 0.0
0.465, 4.63, 4.629, 0.0, 4.629, 1.897, 0, 1000, 0.0
0.466, 4.62, 4.62, 0.0, 4.62, 1.897, 0, 1000, 0.0
0.467, 4.65, 4.645, 0.0, 4.645, 1.897, 0, 1000, 0.0
0.468, 4.62, 4.625, 0.0, 4.625, 1.897, 0, 1000, 0.0
0.469, 4.65, 4.647, 0.0, 4.647, 1.897, 0, 1000, 0.0
0.47, 4.64, 4.638, 0.0, 4.638, 1.897, 0, 1000, 0.0
0.471, 4.63, 4.633, 0.0, 4.633, 1.897, 0, 1000, 0.0
0.472, 4.62, 4.622, 0.0, 4.622, 1.897, 0, 1000, 0.0
0.473, 4.66, 4.663, 0.0, 4.663, 1.897, 0, 1000, 0.0
0.474, 4.65, 4.651, 0.0, 4.651, 1.897, 0, 1000, 0.0
0.475, 4.64, 4.635, 0.0, 4.635, 1.897, 0, 1000, 0.0
0.476, 4.63, 4.633, 0.0, 4.633, 1.897, 0, 1000, 0.0
0.477, 4.64, 4.635, 0.0, 4.635, 1.897, 0, 1000, 0.0
0.478, 4.63, 4.629, 0.0, 4.629, 1.897, 0, 1000, 0.0
0.479, 4.65, 4.651, 0.0, 4.651, 1.897, 0, 1000, 0.0
0.48, 4.61, 4.61, 0.0, 4.61, 1.897, 0, 1000, 0.0
0.481, 4.62, 4.622, 0.0, 4.622, 1.897, 0, 1000, 0.0
0.482, 4.64, 4.641, 0.0, 4.641, 1.897, 0, 1000, 0.0
0.483, 4.65, 4.622, 0.0, 0.23, 0.1, 1, 1000, 0.0
0.484, 4.65, 4.489, 0.0, 2.501, 1.023, 1, 1000, 0.0
0.485, 4.65, 4.521, 0.0, 4.64, 1.898, 1, 1000, 0.0
0.486, 4.65, 4.476, 0.0, 4.626, 1.898, 1, 1000, 0.0
0.487, 4.65, 4.509, 0.0, 4.631, 1.898, 1, 1000, 0.0
0.488, 4.65, 4.578, 0.0, 4.631, 1.898, 1, 1000, 0.0
0.489, 4.65, 4.613, 0.0, 4.627, 1.898, 1, 1000, 0.0
0.49, 4.65, 4.508, 0.0, 4.628, 1.898, 1, 1000, 0.0
0.491, 4.65, 4.539, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.492, 4.65, 4.507, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.493, 4.65, 4.567, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.494, 4.65, 4.766, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.495, 4.65, 4.609, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.496, 4.65, 4.491, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.497, 4.65, 4.717, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.498, 4.65, 4.709, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.499, 4.65, 4.464, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.5, 4.65, 4.608, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.501, 4.65, 4.493, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.502, 4.65, 4.497, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.503, 4.65, 4.556, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.504, 4.65, 4.506, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.505, 4.65, 4.493, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.506, 4.65, 4.493, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.507, 4.65, 4.578, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.508, 4.65, 4.516, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.509, 4.65, 4.521, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.51, 4.65, 4.535, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.511, 4.65, 4.737, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.512, 4.65, 4.52, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.513, 4.65, 4.513, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.514, 4.65, 4.625, 0.0, 4.627, 1.898, 1, 1000, 0.0
0.515, 4.65, 4.575, 0.0, 4.625, 1.898, 1, 1000, 0.0
0.516, 4.65, 4.55, 0.0, 4.63, 1.898, 1, 1000, 0.0
0.517, 4.65, 4.489, 0.0, 4.63, 1.898, 1, 1000, 0.0
0.518, 4.65, 4.49, 0.0, 4.627, 1.898, 1, 1000, 0.0
0.519, 4.65, 4.483, 0.0, 4.625, 1.898, 1, 1000, 0.0
0.52, 4.65, 4.493, 0.0, 4.627, 1.898, 1, 1000, 0.0
0.521, 4.65, 4.508, 0.0, 4.632, 1.898, 1, 1000, 0.0
0.522, 4.65, 4.507, 0.0, 4.631, 1.898, 1, 1000, 0.0
0.523, 4.65, 4.511, 0.0, 4.626, 1.898, 1, 1000, 0.0
0.524, 4.65, 4.511, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.525, 4.65, 4.51, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.526, 4.65, 4.496, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.527, 4.65, 4.679, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.528, 4.65, 4.666, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.529, 4.65, 4.497, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.53, 4.65, 4.727, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.531, 4.65, 4.626, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.532, 4.65, 4.572, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.533, 4.65, 4.512, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.534, 4.65, 4.512, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.535, 4.65, 4.515, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.536, 4.65, 4.532, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.537, 4.65, 4.463, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.538, 4.65, 4.522, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.539, 4.65, 4.478, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.54, 4.65, 4.479, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.541, 4.65, 4.519, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.542, 4.65, 4.487, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.543, 4.65, 4.643, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.544, 4.65, 4.709, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.545, 4.65, 4.578, 0.0, 4.632, 1.897, 1, 1000, 0.0
0.546, 4.65, 4.563, 0.0, 4.632, 1.897, 1, 1000, 0.0
0.547, 4.65, 4.75, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.548, 4.65, 4.587, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.549, 4.65, 4.504, 0.0, 4.63, 1.898, 1, 1000, 0.0
0.55, 4.65, 4.479, 0.0, 4.63, 1.898, 1, 1000, 0.0
0.551, 4.65, 4.595, 0.0, 4.629, 1.898, 1, 1000, 0.0
0.552, 4.65, 4.542, 0.0, 4.628, 1.898, 1, 1000, 0.0
0.553, 4.65, 4.504, 0.0, 4.626, 1.898, 1, 1000, 0.0
0.554, 4.65, 4.471, 0.0, 4.625, 1.898, 1, 1000, 0.0
0.555, 4.65, 4.607, 0.0, 4.626, 1.898, 1, 1000, 0.0
0.556, 4.65, 4.561, 0.0, 4.631, 1.898, 1, 1000, 0.0
0.557, 4.65, 4.519, 0.0, 4.632, 1.897, 1, 1000, 0.0
0.558, 4.65, 4.497, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.559, 4.65, 4.55, 0.0, 4.633, 1.897, 1, 1000, 0.0
0.56, 4.65, 4.722, 0.0, 4.633, 1.897, 1, 1000, 0.0
0.561, 4.65, 4.585, 0.0, 4.632, 1.897, 1, 1000, 0.0
0.562, 4.65, 4.558, 0.0, 4.634, 1.897, 1, 1000, 0.0
0.563, 4.65, 4.611, 0.0, 4.633, 1.897, 1, 1000, 0.0
0.564, 4.65, 4.66, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.565, 4.65, 4.604, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.566, 4.65, 4.462, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.567, 4.65, 4.499, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.568, 4.65, 4.511, 0.0, 4.633, 1.897, 1, 1000, 0.0
0.569, 4.65, 4.52, 0.0, 4.635, 1.897, 1, 1000, 0.0
0.57, 4.65, 4.528, 0.0, 4.633, 1.897, 1, 1000, 0.0
0.571, 4.65, 4.508, 0.0, 4.634, 1.897, 1, 1000, 0.0
0.572, 4.65, 4.471, 0.0, 4.635, 1.897, 1, 1000, 0.0
0.573, 4.65, 4.506, 0.0, 4.632, 1.897, 1, 1000, 0.0
0.574, 4.65, 4.501, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.575, 4.65, 4.478, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.576, 4.65, 4.509, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.577, 4.65, 4.763, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.578, 4.65, 4.753, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.579, 4.65, 4.512, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.58, 4.65, 4.592, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.581, 4.65, 4.644, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.582, 4.65, 4.49, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.583, 4.65, 4.617, 0.0, 4.626, 1.898, 1, 1000, 0.0
0.584, 4.65, 4.508, 0.0, 4.624, 1.898, 1, 1000, 0.0
0.585, 4.65, 4.519, 0.0, 4.626, 1.898, 1, 1000, 0.0
0.586, 4.65, 4.563, 0.0, 4.629, 1.898, 1, 1000, 0.0
0.587, 4.65, 4.501, 0.0, 4.625, 1.898, 1, 1000, 0.0
0.588, 4.65, 4.585, 0.0, 4.624, 1.898, 1, 1000, 0.0
0.589, 4.65, 4.497, 0.0, 4.626, 1.898, 1, 1000, 0.0
0.59, 4.65, 4.488, 0.0, 4.628, 1.898, 1, 1000, 0.0
0.591, 4.65, 4.588, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.592, 4.65, 4.516, 0.0, 4.633, 1.897, 1, 1000, 0.0
0.593, 4.65, 4.609, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.594, 4.65, 4.765, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.595, 4.65, 4.616, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.596, 4.65, 4.523, 0.0, 4.632, 1.897, 1, 1000, 0.0
0.597, 4.65, 4.674, 0.0, 4.635, 1.897, 1, 1000, 0.0
0.598, 4.65, 4.754, 0.0, 4.634, 1.897, 1, 1000, 0.0
0.599, 4.65, 4.512, 0.0, 4.633, 1.897, 1, 1000, 0.0
0.6, 4.65, 4.522, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.601, 4.65, 4.496, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.602, 4.65, 4.504, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.603, 4.65, 4.514, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.604, 4.65, 4.501, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.605, 4.65, 4.519, 0.0, 4.633, 1.897, 1, 1000, 0.0
0.606, 4.65, 4.49, 0.0, 4.636, 1.897, 1, 1000, 0.0
0.607, 4.65, 4.489, 0.0, 4.633, 1.897, 1, 1000, 0.0
0.608, 4.65, 4.5, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.609, 4.65, 4.519, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.61, 4.65, 4.647, 0.0, 4.629, 1.898, 1, 1000, 0.0
0.611, 4.65, 4.578, 0.0, 4.629, 1.898, 1, 1000, 0.0
0.612, 4.65, 4.557, 0.0, 4.63, 1.898, 1, 1000, 0.0
0.613, 4.65, 4.577, 0.0, 4.627, 1.898, 1, 1000, 0.0
0.614, 4.65, 4.704, 0.0, 4.629, 1.898, 1, 1000, 0.0
0.615, 4.65, 4.581, 0.0, 4.632, 1.898, 1, 1000, 0.0
0.616, 4.65, 4.52, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.617, 4.65, 4.481, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.618, 4.65, 4.525, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.619, 4.65, 4.49, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.62, 4.65, 4.53, 0.0, 4.632, 1.897, 1, 1000, 0.0
0.621, 4.65, 4.471, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.622, 4.65, 4.485, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.623, 4.65, 4.483, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.624, 4.65, 4.495, 0.0, 4.628, 1.897, 1, 1000, 0.0
0.625, 4.65, 4.478, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.626, 4.65, 4.556, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.627, 4.65, 4.7, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.628, 4.65, 4.631, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.629, 4.65, 4.514, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.63, 4.65, 4.757, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.631, 4.65, 4.521, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.632, 4.65, 4.48, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.633, 4.65, 4.5, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.634, 4.65, 4.571, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.635, 4.65, 4.49, 0.0, 4.623, 1.897, 1, 1000, 0.0
0.636, 4.65, 4.529, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.637, 4.65, 4.505, 0.0, 4.625, 1.898, 1, 1000, 0.0
0.638, 4.65, 4.507, 0.0, 4.624, 1.898, 1, 1000, 0.0
0.639, 4.65, 4.612, 0.0, 4.625, 1.898, 1, 1000, 0.0
0.64, 4.65, 4.492, 0.0, 4.628, 1.898, 1, 1000, 0.0
0.641, 4.65, 4.518, 0.0, 4.629, 1.898, 1, 1000, 0.0
0.642, 4.65, 4.495, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.643, 4.65, 4.616, 0.0, 4.627, 1.898, 1, 1000, 0.0
0.644, 4.65, 4.702, 0.0, 4.628, 1.898, 1, 1000, 0.0
0.645, 4.65, 4.548, 0.0, 4.632, 1.897, 1, 1000, 0.0
0.646, 4.65, 4.631, 0.0, 4.631, 1.897, 1, 1000, 0.0
0.647, 4.65, 4.734, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.648, 4.65, 4.615, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.649, 4.65, 4.472, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.65, 4.65, 4.483, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.651, 4.65, 4.477, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.652, 4.65, 4.481, 0.0, 4.63, 1.897, 1, 1000, 0.0
0.653, 4.65, 4.499, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.654, 4.65, 4.498, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.655, 4.65, 4.566, 0.0, 4.623, 1.897, 1, 1000, 0.0
0.656, 4.65, 4.512, 0.0, 4.619, 1.897, 1, 1000, 0.0
0.657, 4.65, 4.497, 0.0, 4.62, 1.897, 1, 1000, 0.0
0.658, 4.65, 4.512, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.659, 4.65, 4.522, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.66, 4.65, 4.74, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.661, 4.65, 4.565, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.662, 4.65, 4.514, 0.0, 4.629, 1.897, 1, 1000, 0.0
0.663, 4.65, 4.578, 0.0, 4.628, 1.898, 1, 1000, 0.0
0.664, 4.65, 4.696, 0.0, 4.625, 1.898, 1, 1000, 0.0
0.665, 4.65, 4.471, 0.0, 4.624, 1.898, 1, 1000, 0.0
0.666, 4.65, 4.625, 0.0, 4.626, 1.898, 1, 1000, 0.0
0.667, 4.65, 4.493, 0.0, 4.627, 1.898, 1, 1000, 0.0
0.668, 4.65, 4.498, 0.0, 4.622, 1.898, 1, 1000, 0.0
0.669, 4.65, 4.494, 0.0, 4.617, 1.898, 1, 1000, 0.0
0.67, 4.65, 4.469, 0.0, 4.62, 1.898, 1, 1000, 0.0
0.671, 4.65, 4.611, 0.0, 4.623, 1.897, 1, 1000, 0.0
0.672, 4.65, 4.491, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.673, 4.65, 4.5, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.674, 4.65, 4.552, 0.0, 4.62, 1.897, 1, 1000, 0.0
0.675, 4.65, 4.488, 0.0, 4.616, 1.897, 1, 1000, 0.0
0.676, 4.65, 4.592, 0.0, 4.618, 1.897, 1, 1000, 0.0
0.677, 4.65, 4.649, 0.0, 4.623, 1.897, 1, 1000, 0.0
